Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
SANTA CASA - ARACATUBA - HOSP.SAGRADO CORACAO DE JESUS,Comissões Intra-Hospitalares,Investimento,5.000,5.000,0,5.0,COMISSAO INTRA-HOSPITALAR,2015
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,11.314,11.314,0,0.0,,2015
FUNDO - ARAÇOIABA DA SERRA,Psiquiátrico,Custeio,30.000,30.000,0,0.0,,2015
FUNDO - ARAÇOIABA DA SERRA,Glicemia,Custeio,13.937,13.936,1,0.0,,2015
FUNDO - ARAÇOIABA DA SERRA,Atenção Basica,Custeio,92.139,92.139,0,0.0,,2015
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,20.995,20.995,0,0.0,,2015
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,8.786,8.786,0,0.0,,2015
FUNDO - ARAMINA,Dose Certa,Custeio,277,277,0,0.0,,2015
FUNDO - ARAMINA,Glicemia,Custeio,2.654,2.656,-2,0.0,,2015
FUNDO - ARAMINA,Atenção Basica,Custeio,16.353,16.353,0,0.0,,2015
FUNDO - ARAMINA,Qualis Mais,Custeio,96.000,96.000,0,0.0,,2015
FUNDO - ARAMINA,Dose Certa,Custeio,6.432,6.432,0,0.0,,2015
FUNDO - ARANDU,Dose Certa,Custeio,2.819,2.819,0,0.0,,2015
FUNDO - ARANDU,Sorria SP,Custeio,36.000,18.000,18.000,0.0,,2015
FUNDO - ARANDU,Glicemia,Custeio,3.106,2.331,775,0.0,,2015
FUNDO - ARANDU,Atenção Basica,Custeio,19.029,0,19.029,0.0,,2015
FUNDO - ARANDU,Qualis Mais,Custeio,18.000,13.500,4.500,0.0,,2015
FUNDO - ARANDU,Dose Certa,Custeio,6.882,6.882,0,0.0,,2015
FUNDO - ARANDU,Dose Certa,Custeio,1.527,1.527,0,0.0,,2015
FUNDO - ARAPEI,Dose Certa,Custeio,846,846,0,0.0,,2015
FUNDO - ARAPEI,Glicemia,Custeio,1.291,1.292,-1,0.0,,2015
FUNDO - ARAPEI,Atenção Basica,Custeio,7.596,7.596,0,0.0,,2015
FUNDO - ARAPEI,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2015
FUNDO - ARAPEI,Dose Certa,Custeio,3.250,3.250,0,0.0,,2015
FUNDO - ARAPEI,Dose Certa,Custeio,1.909,1.909,0,0.0,,2015
FUNDO - ARARAQUARA,Dose Certa,Custeio,497.186,497.186,0,0.0,,2015
FUNDO - ARARAQUARA,Glicemia,Custeio,100.333,100.332,1,0.0,,2015
FUNDO - ARARAQUARA,Atenção Basica,Custeio,672.912,672.912,0,0.0,,2015
FUNDO - ARARAQUARA,Sistema Prisional,Custeio,2.853,2.853,0,0.0,,2015
FUNDO - ARARAS,Dose Certa,Custeio,8.660,8.660,0,0.0,,2015
FUNDO - ARARAS,Glicemia,Custeio,59.984,59.984,0,0.0,,2015
FUNDO - ARARAS,Atenção Basica,Custeio,382.983,382.983,0,0.0,,2015
FUNDO - ARARAS,Dose Certa,Custeio,24.135,24.135,0,0.0,,2015
FUNDO - ARARAS,Dose Certa,Custeio,4.980,4.980,0,0.0,,2015
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,468,468,0,0.0,,2015
FUNDO - ARCO ÍRIS,Sorria SP,Custeio,36.000,36.000,0,0.0,,2015
FUNDO - ARCO ÍRIS,Glicemia,Custeio,1.005,1.004,1,0.0,,2015
FUNDO - ARCO ÍRIS,Atenção Basica,Custeio,5.721,5.721,0,0.0,,2015
FUNDO - ARCO ÍRIS,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2015
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,3.096,3.096,0,0.0,,2015
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,816,816,0,0.0,,2015
FUNDO - AREALVA,Dose Certa,Custeio,3.503,3.503,0,0.0,,2015
FUNDO - AREALVA,Sorria SP,Custeio,36.000,36.000,0,0.0,,2015
FUNDO - AREALVA,Glicemia,Custeio,3.944,3.944,0,0.0,,2015
FUNDO - AREALVA,Atenção Basica,Custeio,24.897,24.897,0,0.0,,2015
FUNDO - AREALVA,Dose Certa,Custeio,6.606,6.606,0,0.0,,2015
FUNDO - AREALVA,Dose Certa,Custeio,3.281,3.281,0,0.0,,2015
FUNDO - AREIAS,Dose Certa,Custeio,554,554,0,0.0,,2015
FUNDO - AREIAS,Glicemia,Custeio,1.852,1.852,0,0.0,,2015
FUNDO - AREIAS,Atenção Basica,Custeio,11.547,11.547,0,0.0,,2015
FUNDO - AREIAS,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2015
FUNDO - AREIAS,Dose Certa,Custeio,2.334,2.334,0,0.0,,2015
FUNDO - AREIAS,Dose Certa,Custeio,1.144,1.144,0,0.0,,2015
FUNDO - AREIOPOLIS,Dose Certa,Custeio,3.173,3.173,0,0.0,,2015
FUNDO - AREIOPOLIS,Sorria SP,Custeio,36.000,36.000,0,0.0,,2015
FUNDO - AREIOPOLIS,Glicemia,Custeio,5.579,5.580,-1,0.0,,2015
FUNDO - AREIOPOLIS,Atenção Basica,Custeio,33.060,33.060,0,0.0,,2015
FUNDO - AREIOPOLIS,Qualis Mais,Custeio,120.000,120.000,0,0.0,,2015
FUNDO - AREIOPOLIS,Dose Certa,Custeio,6.643,6.643,0,0.0,,2015
FUNDO - AREIOPOLIS,Dose Certa,Custeio,3.186,3.186,0,0.0,,2015
FUNDO - ARIRANHA,Dose Certa,Custeio,2.568,2.568,0,0.0,,2015
FUNDO - ARIRANHA,Glicemia,Custeio,4.438,4.440,-2,0.0,,2015
FUNDO - ARIRANHA,Atenção Basica,Custeio,27.561,27.561,0,0.0,,2015
FUNDO - ARIRANHA,Qualis Mais,Custeio,48.000,48.000,0,0.0,,2015
FUNDO - ARIRANHA,Dose Certa,Custeio,5.044,5.044,0,0.0,,2015
FUNDO - ARIRANHA,Dose Certa,Custeio,4.459,4.459,0,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,9.846,9.846,0,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Sorria SP,Custeio,36.000,36.000,0,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Glicemia,Custeio,22.513,22.512,1,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Atenção Basica,Custeio,148.038,148.038,0,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,10.868,10.868,0,0.0,,2015
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,4.084,4.084,0,0.0,,2015
FUNDO - ARUJÁ,Dose Certa,Custeio,25.477,25.477,0,0.0,,2015
FUNDO - ARUJÁ,Glicemia,Custeio,40.461,40.460,1,0.0,,2015
FUNDO - ARUJÁ,Atenção Basica,Custeio,247.953,247.953,0,0.0,,2015
FUNDO - ARUJÁ,Dose Certa,Custeio,22.640,22.640,0,0.0,,2015
FUNDO - ARUJÁ,Dose Certa,Custeio,15.818,15.818,0,0.0,,2015
FUNDO - ASPÁSIA,Dose Certa,Custeio,1.284,1.284,0,0.0,,2015
FUNDO - ASPÁSIA,Glicemia,Custeio,913,912,1,0.0,,2015
FUNDO - ASPÁSIA,Atenção Basica,Custeio,5.553,5.553,0,0.0,,2015
FUNDO - ASPÁSIA,Qualis Mais,Custeio,18.000,18.000,0,0.0,,2015
FUNDO - ASPÁSIA,Dose Certa,Custeio,3.073,3.073,0,0.0,,2015
FUNDO - ASPÁSIA,Dose Certa,Custeio,1.267,1.267,0,0.0,,2015
FUNDO - ASSIS,Dose Certa,Custeio,25.222,25.222,0,0.0,,2015
FUNDO - ASSIS,Glicemia,Custeio,49.358,49.356,2,0.0,,2015
FUNDO - ASSIS,Atenção Basica,Custeio,302.733,302.733,0,0.0,,2015
FUNDO - ASSIS,Dose Certa,Custeio,38.886,38.886,0,0.0,,2015
FUNDO - ASSIS,Dose Certa,Custeio,57.678,57.678,0,0.0,,2015
FUNDO - ATIBAIA,Dose Certa,Custeio,9.042,9.042,0,0.0,,2015
FUNDO - ATIBAIA,Glicemia,Custeio,63.889,63.888,1,0.0,,2015
FUNDO - ATIBAIA,Atenção Basica,Custeio,407.685,407.685,0,0.0,,2015
FUNDO - ATIBAIA,Dose Certa,Custeio,35.769,35.769,0,0.0,,2015
FUNDO - ATIBAIA,Dose Certa,Custeio,15.365,15.365,0,0.0,,2015
FUNDO - AURIFLAMA,Dose Certa,Custeio,2.992,2.992,0,0.0,,2015
FUNDO - AURIFLAMA,Glicemia,Custeio,7.183,7.184,-1,0.0,,2015
FUNDO - AURIFLAMA,Atenção Basica,Custeio,44.691,44.691,0,0.0,,2015
FUNDO - AURIFLAMA,Dose Certa,Custeio,5.920,5.920,0,0.0,,2015
FUNDO - AVAI,Dose Certa,Custeio,2.307,2.307,0,0.0,,2015
FUNDO - AVAI,Glicemia,Custeio,2.585,2.584,1,0.0,,2015
FUNDO - AVAI,Atenção Basica,Custeio,15.729,15.729,0,0.0,,2015
FUNDO - AVAI,Qualis Mais,Custeio,18.000,18.000,0,0.0,,2015
FUNDO - AVAI,Dose Certa,Custeio,5.100,5.100,0,0.0,,2015
