Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ÁGUAS DE SÃO PEDRO,Atenção Basica,Custeio,9.416,9.416,0,0,,2017
FUNDO - ÁGUAS DE SÃO PEDRO,Glicemia,Custeio,1.384,1.384,0,0,,2017
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,249,249,0,0,,2017
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,56,56,0,0,,2017
FUNDO - AGUDOS,Atenção Basica,Custeio,109.572,109.572,0,0,,2017
FUNDO - AGUDOS,Glicemia,Custeio,18.096,18.096,0,0,,2017
FUNDO - AGUDOS,Dose Certa,Custeio,2.786,2.786,0,0,,2017
FUNDO - AGUDOS,Dose Certa,Custeio,727,727,0,0,,2017
FUNDO - ALAMBARI,Atenção Basica,Custeio,16.680,16.680,0,0,,2017
FUNDO - ALAMBARI,Qualis Mais,Custeio,27.800,27.800,0,0,,2017
FUNDO - ALAMBARI,Glicemia,Custeio,2.488,2.488,0,0,,2017
FUNDO - ALAMBARI,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ALAMBARI,Dose Certa,Custeio,436,436,0,0,,2017
FUNDO - ALAMBARI,Dose Certa,Custeio,361,361,0,0,,2017
FUNDO - ALFREDO MARCONDES,Atenção Basica,Custeio,12.304,12.304,0,0,,2017
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,20.504,20.504,0,0,,2017
FUNDO - ALFREDO MARCONDES,Glicemia,Custeio,2.028,2.028,0,0,,2017
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,392,392,0,0,,2017
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,354,354,0,0,,2017
FUNDO - ALTAIR,Atenção Basica,Custeio,12.180,12.180,0,0,,2017
FUNDO - ALTAIR,Qualis Mais,Custeio,35.200,35.200,0,0,,2017
FUNDO - ALTAIR,Glicemia,Custeio,1.920,1.920,0,0,,2017
FUNDO - ALTAIR,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ALTAIR,Dose Certa,Custeio,511,511,0,0,,2017
FUNDO - ALTAIR,Dose Certa,Custeio,88,88,0,0,,2017
FUNDO - ALTINÓPOLIS,Atenção Basica,Custeio,48.536,48.536,0,0,,2017
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,140.272,140.272,0,0,,2017
FUNDO - ALTINÓPOLIS,Glicemia,Custeio,7.808,7.808,0,0,,2017
FUNDO - ALTINÓPOLIS,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,878,878,0,0,,2017
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,118,118,0,0,,2017
FUNDO - ALTO ALEGRE,Atenção Basica,Custeio,12.520,12.520,0,0,,2017
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,36.180,36.180,0,0,,2017
FUNDO - ALTO ALEGRE,Glicemia,Custeio,2.132,2.132,0,0,,2017
FUNDO - ALTO ALEGRE,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,336,336,0,0,,2017
FUNDO - ALUMINIO,Atenção Basica,Custeio,54.184,54.184,0,0,,2017
FUNDO - ALUMINIO,Glicemia,Custeio,8.480,8.480,0,0,,2017
FUNDO - ALUMINIO,Dose Certa,Custeio,1.077,1.077,0,0,,2017
FUNDO - ALUMINIO,Dose Certa,Custeio,984,984,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Atenção Basica,Custeio,11.560,11.560,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,19.264,19.264,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Glicemia,Custeio,1.940,1.940,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,238,238,0,0,,2017
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,97,97,0,0,,2017
FUNDO - ÁLVARES MACHADO,Atenção Basica,Custeio,73.952,73.952,0,0,,2017
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,123.256,123.256,0,0,,2017
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,11.888,11.888,0,0,,2017
FUNDO - ÁLVARES MACHADO,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,3.765,3.765,0,0,,2017
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,1.789,1.789,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Sistema Prisional,Custeio,259.200,259.200,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Atenção Basica,Custeio,15.092,15.092,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Qualis Mais,Custeio,65.392,65.392,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Glicemia,Custeio,2.492,2.492,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,691,691,0,0,,2017
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,540,540,0,0,,2017
FUNDO - ALVILANDIA,Atenção Basica,Custeio,9.504,9.504,0,0,,2017
FUNDO - ALVILANDIA,Qualis Mais,Custeio,27.468,27.468,0,0,,2017
FUNDO - ALVILANDIA,Glicemia,Custeio,1.508,1.508,0,0,,2017
FUNDO - ALVILANDIA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ALVILANDIA,Dose Certa,Custeio,513,513,0,0,,2017
FUNDO - ALVILANDIA,Dose Certa,Custeio,452,452,0,0,,2017
FUNDO - AMERICANA,Atenção Basica,Custeio,687.966,687.966,0,0,,2017
FUNDO - AMERICANA,Glicemia,Custeio,106.396,102.616,3.780,0,,2017
FUNDO - AMERICANA,Dose Certa,Custeio,395.792,395.792,0,0,,2017
FUNDO - AMERICANA,DST AIDS,Custeio,72.000,72.000,0,72.000,,2017
FUNDO - AMÉRICO BRASILIENSE,Atenção Basica,Custeio,114.606,114.606,0,0,,2017
FUNDO - AMÉRICO BRASILIENSE,Residencia Terapêutica,Custeio,140.000,140.000,0,20.000,,2017
FUNDO - AMÉRICO BRASILIENSE,Qualis Mais,Custeio,114.606,85.956,28.650,0,,2017
FUNDO - AMÉRICO BRASILIENSE,Glicemia,Custeio,17.476,17.476,0,0,,2017
FUNDO - AMÉRICO BRASILIENSE,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,1.480,1.480,0,0,,2017
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,118,118,0,0,,2017
FUNDO - AMÉRICO DE CAMPOS,Atenção Basica,Custeio,17.828,17.828,0,0,,2017
FUNDO - AMÉRICO DE CAMPOS,Qualis Mais,Custeio,29.712,29.712,0,0,,2017
FUNDO - AMÉRICO DE CAMPOS,Glicemia,Custeio,2.856,2.856,0,0,,2017
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,630,630,0,0,,2017
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,81,81,0,0,,2017
FUNDO - AMPARO,Atenção Basica,Custeio,210.840,210.840,0,0,,2017
FUNDO - AMPARO,Glicemia,Custeio,33.124,33.124,0,0,,2017
FUNDO - AMPARO,Dose Certa,Custeio,2.286,2.286,0,0,,2017
FUNDO - AMPARO,Dose Certa,Custeio,1.017,1.017,0,0,,2017
FUNDO - ANALANDIA,Atenção Basica,Custeio,14.192,14.192,0,0,,2017
FUNDO - ANALANDIA,Glicemia,Custeio,2.280,2.280,0,0,,2017
FUNDO - ANALANDIA,Dose Certa,Custeio,391,391,0,0,,2017
FUNDO - ANALANDIA,Dose Certa,Custeio,190,190,0,0,,2017
FUNDO - ANDRADINA,Atenção Basica,Custeio,171.750,171.750,0,0,,2017
FUNDO - ANDRADINA,Glicemia,Custeio,28.296,28.296,0,0,,2017
FUNDO - ANDRADINA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ANDRADINA,Dose Certa,Custeio,3.393,3.393,0,0,,2017
FUNDO - ANGATUBA,Atenção Basica,Custeio,72.484,72.484,0,0,,2017
FUNDO - ANGATUBA,Qualis Mais,Custeio,72.484,72.484,0,0,,2017
FUNDO - ANGATUBA,Glicemia,Custeio,11.612,11.612,0,0,,2017
FUNDO - ANGATUBA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ANGATUBA,Residencia Terapêutica,Custeio,140.000,140.000,0,0,,2017
FUNDO - ANGATUBA,Dose Certa,Custeio,1.782,1.782,0,0,,2017
FUNDO - ANGATUBA,Dose Certa,Custeio,1.324,1.324,0,0,,2017
FUNDO - ANHEMBI,Atenção Basica,Custeio,18.920,18.920,0,0,,2017
FUNDO - ANHEMBI,Qualis Mais,Custeio,18.920,18.920,0,0,,2017
FUNDO - ANHEMBI,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ANHEMBI,Dose Certa,Custeio,265,265,0,0,,2017
FUNDO - ANHEMBI,Dose Certa,Custeio,48,48,0,0,,2017
FUNDO - ANHEMBI,Glicemia,Custeio,2.883,0,2.883,0,,2017
FUNDO - ANHUMAS,Atenção Basica,Custeio,11.996,11.996,0,0,,2017
FUNDO - ANHUMAS,Qualis Mais,Custeio,19.996,19.996,0,0,,2017
FUNDO - ANHUMAS,Glicemia,Custeio,1.972,1.972,0,0,,2017
FUNDO - ANHUMAS,Dose Certa,Custeio,360,360,0,0,,2017
FUNDO - ANHUMAS,Dose Certa,Custeio,266,266,0,0,,2017
FUNDO - APARECIDA,Atenção Basica,Custeio,108.651,108.651,0,0,,2017
FUNDO - APARECIDA,Qualis Mais,Custeio,108.652,108.652,0,0,,2017
FUNDO - APARECIDA,Glicemia,Custeio,18.816,18.816,0,0,,2017
FUNDO - APARECIDA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - APARECIDA,Dose Certa,Custeio,2.307,2.307,0,0,,2017
FUNDO - APARECIDA D`OESTE,Atenção Basica,Custeio,13.192,13.192,0,0,,2017
FUNDO - APARECIDA D`OESTE,Qualis Mais,Custeio,38.120,38.120,0,0,,2017
FUNDO - APARECIDA D`OESTE,Glicemia,Custeio,2.300,2.300,0,0,,2017
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,575,575,0,0,,2017
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,48,48,0,0,,2017
FUNDO - APIAÍ,Atenção Basica,Custeio,75.632,75.632,0,0,,2017
FUNDO - APIAÍ,Qualis Mais,Custeio,327.744,327.744,0,0,,2017
FUNDO - APIAÍ,Glicemia,Custeio,12.852,12.852,0,0,,2017
FUNDO - APIAÍ,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - APIAÍ,Dose Certa,Custeio,7.955,7.955,0,0,,2017
FUNDO - APIAÍ,Dose Certa,Custeio,8.837,8.837,0,0,,2017
FUNDO - APIAÍ,Primeira Infância,Custeio,224.660,224.660,0,224.660,,2017
FUNDO - ARAÇARIGUAMA,Atenção Basica,Custeio,60.344,60.344,0,0,,2017
FUNDO - ARAÇARIGUAMA,Qualis Mais,Custeio,60.344,60.344,0,0,,2017
FUNDO - ARAÇARIGUAMA,Glicemia,Custeio,8.768,8.768,0,0,,2017
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,1.405,1.405,0,0,,2017
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,555,555,0,0,,2017
FUNDO - ARAÇATUBA,Atenção Basica,Custeio,578.271,578.271,0,0,,2017
FUNDO - ARAÇATUBA,Glicemia,Custeio,91.264,91.264,0,0,,2017
FUNDO - ARAÇATUBA,Dose Certa,Custeio,7.868,7.868,0,0,,2017
FUNDO - ARAÇATUBA,Dose Certa,Custeio,276,276,0,0,,2017
SANTA CASA - ARACATUBA - HOSP.SAGRADO CORACAO DE JESUS,Comissões Intra-Hospitalares,Custeio,240.000,180.000,60.000,10.000,COMISSAO INTRA-HOSPITALAR,2017
FUNDO - ARAÇOIABA DA SERRA,Atenção Basica,Custeio,93.963,93.963,0,0,,2017
FUNDO - ARAÇOIABA DA SERRA,Glicemia,Custeio,13.936,13.936,0,0,,2017
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,1.647,1.647,0,0,,2017
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,897,897,0,0,,2017
FUNDO - ARAMINA,Atenção Basica,Custeio,16.460,16.460,0,0,,2017
FUNDO - ARAMINA,Qualis Mais,Custeio,27.430,20.574,6.856,0,,2017
FUNDO - ARAMINA,Glicemia,Custeio,2.656,2.656,0,0,,2017
FUNDO - ARAMINA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ARAMINA,Dose Certa,Custeio,486,486,0,0,,2017
FUNDO - ARAMINA,Dose Certa,Custeio,283,283,0,0,,2017
FUNDO - ARANDU,Atenção Basica,Custeio,19.052,19.052,0,0,,2017
FUNDO - ARANDU,Qualis Mais,Custeio,19.052,19.052,0,0,,2017
FUNDO - ARANDU,Glicemia,Custeio,3.108,3.108,0,0,,2017
FUNDO - ARANDU,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ARANDU,Dose Certa,Custeio,406,406,0,0,,2017
FUNDO - ARANDU,Dose Certa,Custeio,32,32,0,0,,2017
FUNDO - ARAPEI,Atenção Basica,Custeio,7.572,7.572,0,0,,2017
FUNDO - ARAPEI,Qualis Mais,Custeio,32.812,32.812,0,0,,2017
FUNDO - ARAPEI,Glicemia,Custeio,1.292,1.292,0,0,,2017
FUNDO - ARAPEI,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ARAPEI,Dose Certa,Custeio,312,312,0,0,,2017
FUNDO - ARARAQUARA,Atenção Basica,Custeio,679.524,679.524,0,0,,2017
FUNDO - ARARAQUARA,Glicemia,Custeio,105.337,100.332,5.005,0,,2017
FUNDO - ARARAQUARA,Dose Certa,Custeio,391.832,391.832,0,0,,2017
FUNDO - ARARAS,Atenção Basica,Custeio,386.685,386.685,0,0,,2017
FUNDO - ARARAS,Glicemia,Custeio,59.984,59.984,0,0,,2017
FUNDO - ARARAS,Residencia Terapêutica,Custeio,240.000,0,240.000,0,,2017
FUNDO - ARARAS,Dose Certa,Custeio,2.714,2.714,0,0,,2017
FUNDO - ARARAS,Dose Certa,Custeio,949,949,0,0,,2017
FUNDO - ARCO ÍRIS,Atenção Basica,Custeio,5.672,5.672,0,0,,2017
FUNDO - ARCO ÍRIS,Qualis Mais,Custeio,5.672,5.672,0,0,,2017
FUNDO - ARCO ÍRIS,Glicemia,Custeio,1.004,1.004,0,0,,2017
FUNDO - ARCO ÍRIS,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,283,283,0,0,,2017
FUNDO - AREALVA,Atenção Basica,Custeio,25.052,25.052,0,0,,2017
FUNDO - AREALVA,Qualis Mais,Custeio,41.756,41.756,0,0,,2017
FUNDO - AREALVA,Glicemia,Custeio,3.944,3.944,0,0,,2017
FUNDO - AREALVA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AREALVA,Dose Certa,Custeio,393,393,0,0,,2017
FUNDO - AREALVA,Dose Certa,Custeio,65,65,0,0,,2017
FUNDO - AREIAS,Atenção Basica,Custeio,11.576,11.576,0,0,,2017
FUNDO - AREIAS,Qualis Mais,Custeio,50.168,50.168,0,0,,2017
FUNDO - AREIAS,Glicemia,Custeio,1.852,1.852,0,0,,2017
FUNDO - AREIAS,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AREIAS,Dose Certa,Custeio,311,311,0,0,,2017
FUNDO - AREIOPOLIS,Atenção Basica,Custeio,33.148,33.148,0,0,,2017
FUNDO - AREIOPOLIS,Qualis Mais,Custeio,95.796,95.796,0,0,,2017
FUNDO - AREIOPOLIS,Glicemia,Custeio,5.580,5.580,0,0,,2017
FUNDO - AREIOPOLIS,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AREIOPOLIS,Dose Certa,Custeio,639,639,0,0,,2017
FUNDO - AREIOPOLIS,Dose Certa,Custeio,129,129,0,0,,2017
FUNDO - ARIRANHA,Atenção Basica,Custeio,27.832,27.832,0,0,,2017
FUNDO - ARIRANHA,Glicemia,Custeio,4.440,4.440,0,0,,2017
FUNDO - ARIRANHA,Dose Certa,Custeio,395,0,395,0,,2017
FUNDO - ARIRANHA,Dose Certa,Custeio,162,0,162,0,,2017
FUNDO - ARTUR NOGUEIRA,Atenção Basica,Custeio,150.738,150.738,0,0,,2017
FUNDO - ARTUR NOGUEIRA,Glicemia,Custeio,22.512,22.512,0,0,,2017
FUNDO - ARTUR NOGUEIRA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,1.489,1.489,0,0,,2017
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,388,388,0,0,,2017
FUNDO - ARUJÁ,Atenção Basica,Custeio,251.817,251.817,0,0,,2017
FUNDO - ARUJÁ,Glicemia,Custeio,40.460,40.460,0,0,,2017
FUNDO - ARUJÁ,Dose Certa,Custeio,3.692,3.692,0,0,,2017
FUNDO - ARUJÁ,Dose Certa,Custeio,1.563,1.563,0,0,,2017
FUNDO - ASPÁSIA,Atenção Basica,Custeio,5.544,5.544,0,0,,2017
FUNDO - ASPÁSIA,Qualis Mais,Custeio,9.240,9.240,0,0,,2017
FUNDO - ASPÁSIA,Glicemia,Custeio,912,912,0,0,,2017
FUNDO - ASPÁSIA,Dose Certa,Custeio,157,157,0,0,,2017
FUNDO - ASPÁSIA,Dose Certa,Custeio,16,16,0,0,,2017
FUNDO - ASSIS,Atenção Basica,Custeio,304.791,304.791,0,0,,2017
FUNDO - ASSIS,Glicemia,Custeio,49.356,49.356,0,0,,2017
FUNDO - ASSIS,Dose Certa,Custeio,183.608,183.608,0,0,,2017
FUNDO - ASSIS,Dose Certa,Custeio,367.220,0,367.220,0,,2017
FUNDO - ATIBAIA,Atenção Basica,Custeio,411.561,411.561,0,0,,2017
FUNDO - ATIBAIA,Glicemia,Custeio,63.888,63.888,0,0,,2017
FUNDO - ATIBAIA,Dose Certa,Custeio,6.036,6.036,0,0,,2017
FUNDO - ATIBAIA,Dose Certa,Custeio,3.634,3.634,0,0,,2017
FUNDO - AURIFLAMA,Atenção Basica,Custeio,44.884,44.884,0,0,,2017
FUNDO - AURIFLAMA,Qualis Mais,Custeio,44.884,44.884,0,0,,2017
FUNDO - AURIFLAMA,Glicemia,Custeio,7.184,7.184,0,0,,2017
FUNDO - AURIFLAMA,Dose Certa,Custeio,2.606,2.606,0,0,,2017
FUNDO - AVAI,Atenção Basica,Custeio,15.824,15.824,0,0,,2017
FUNDO - AVAI,Qualis Mais,Custeio,45.736,45.736,0,0,,2017
FUNDO - AVAI,Glicemia,Custeio,2.584,2.584,0,0,,2017
FUNDO - AVAI,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AVAI,Dose Certa,Custeio,252,252,0,0,,2017
FUNDO - AVAI,Dose Certa,Custeio,65,65,0,0,,2017
FUNDO - AVANHANDAVA,Atenção Basica,Custeio,38.156,38.156,0,0,,2017
FUNDO - AVANHANDAVA,Qualis Mais,Custeio,110.272,110.272,0,0,,2017
FUNDO - AVANHANDAVA,Glicemia,Custeio,6.056,6.056,0,0,,2017
FUNDO - AVANHANDAVA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AVANHANDAVA,Dose Certa,Custeio,410,410,0,0,,2017
FUNDO - AVARÉ,Sistema Prisional,Custeio,388.800,388.800,0,0,,2017
FUNDO - AVARÉ,Atenção Basica,Custeio,265.155,265.155,0,0,,2017
FUNDO - AVARÉ,Glicemia,Custeio,42.208,42.208,0,0,,2017
FUNDO - AVARÉ,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - AVARÉ,Dose Certa,Custeio,2.797,2.797,0,0,,2017
FUNDO - AVARÉ,Dose Certa,Custeio,888,888,0,0,,2017
FUNDO - BADY BASSIT,Atenção Basica,Custeio,49.076,49.076,0,0,,2017
FUNDO - BADY BASSIT,Qualis Mais,Custeio,49.076,49.076,0,0,,2017
FUNDO - BADY BASSIT,Glicemia,Custeio,7.420,7.420,0,0,,2017
FUNDO - BADY BASSIT,Dose Certa,Custeio,1.251,1.251,0,0,,2017
FUNDO - BADY BASSIT,Dose Certa,Custeio,258,258,0,0,,2017
FUNDO - BALBINOS,Sistema Prisional,Custeio,1.512.000,1.512.000,0,0,,2017
FUNDO - BALBINOS,Atenção Basica,Custeio,14.457,10.842,3.615,0,,2017
FUNDO - BALBINOS,Qualis Mais,Custeio,41.781,20.890,20.891,0,,2017
FUNDO - BALBINOS,Glicemia,Custeio,2.349,1.761,588,0,,2017
FUNDO - BALBINOS,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BALBINOS,Dose Certa,Custeio,427,427,0,0,,2017
FUNDO - BALBINOS,Dose Certa,Custeio,65,65,0,0,,2017
FUNDO - BÁLSAMO,Atenção Basica,Custeio,26.320,26.320,0,0,,2017
FUNDO - BÁLSAMO,Glicemia,Custeio,4.112,4.112,0,0,,2017
FUNDO - BÁLSAMO,Dose Certa,Custeio,595,595,0,0,,2017
FUNDO - BÁLSAMO,Dose Certa,Custeio,145,145,0,0,,2017
FUNDO - BANANAL,Atenção Basica,Custeio,32.324,32.324,0,0,,2017
FUNDO - BANANAL,Qualis Mais,Custeio,93.420,93.420,0,0,,2017
FUNDO - BANANAL,Glicemia,Custeio,5.412,5.412,0,0,,2017
FUNDO - BANANAL,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BANANAL,Dose Certa,Custeio,495,495,0,0,,2017
FUNDO - BARÃO DE ANTONINA,Atenção Basica,Custeio,10.060,10.060,0,0,,2017
FUNDO - BARÃO DE ANTONINA,Qualis Mais,Custeio,16.764,16.764,0,0,,2017
FUNDO - BARÃO DE ANTONINA,Glicemia,Custeio,1.572,1.572,0,0,,2017
FUNDO - BARÃO DE ANTONINA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BARÃO DE ANTONINA,Dose Certa,Custeio,226,226,0,0,,2017
FUNDO - BARBOSA,Atenção Basica,Custeio,21.384,21.384,0,0,,2017
FUNDO - BARBOSA,Qualis Mais,Custeio,92.664,92.664,0,0,,2017
FUNDO - BARBOSA,Glicemia,Custeio,3.472,3.472,0,0,,2017
FUNDO - BARBOSA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BARBOSA,Dose Certa,Custeio,216,216,0,0,,2017
FUNDO - BARIRI,Atenção Basica,Custeio,102.144,102.144,0,0,,2017
FUNDO - BARIRI,Glicemia,Custeio,16.632,16.632,0,0,,2017
FUNDO - BARIRI,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BARIRI,Dose Certa,Custeio,1.608,1.608,0,0,,2017
FUNDO - BARIRI,Dose Certa,Custeio,371,371,0,0,,2017
FUNDO - BARRA BONITA,Atenção Basica,Custeio,108.963,108.963,0,0,,2017
FUNDO - BARRA BONITA,Glicemia,Custeio,18.108,18.108,0,0,,2017
FUNDO - BARRA BONITA,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BARRA BONITA,Dose Certa,Custeio,2.074,2.074,0,0,,2017
FUNDO - BARRA BONITA,Dose Certa,Custeio,323,323,0,0,,2017
FUNDO - BARRA DO CHAPÉU,Atenção Basica,Custeio,16.756,16.756,0,0,,2017
FUNDO - BARRA DO CHAPÉU,Qualis Mais,Custeio,72.604,72.604,0,0,,2017
FUNDO - BARRA DO CHAPÉU,Glicemia,Custeio,2.680,2.680,0,0,,2017
FUNDO - BARRA DO CHAPÉU,Dose Certa,Custeio,1.740,1.740,0,0,,2017
FUNDO - BARRA DO CHAPÉU,Dose Certa,Custeio,1.719,1.719,0,0,,2017
FUNDO - BARRA DO TURVO,Atenção Basica,Custeio,23.484,23.484,0,0,,2017
FUNDO - BARRA DO TURVO,Qualis Mais,Custeio,101.764,101.764,0,0,,2017
FUNDO - BARRA DO TURVO,Glicemia,Custeio,3.852,3.852,0,0,,2017
FUNDO - BARRA DO TURVO,Sorria SP,Custeio,36.000,36.000,0,0,,2017
FUNDO - BARRA DO TURVO,Dose Certa,Custeio,889,889,0,0,,2017
FUNDO - BARRA DO TURVO,Dose Certa,Custeio,584,584,0,0,,2017
FUNDO - BARRETOS,Atenção Basica,Custeio,357.729,357.729,0,0,,2017
