Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,11.890,11.890,0.0,0,,2014
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,192.000,192.000,0.0,0,,2014
FUNDO - ÁLVARO DE CARVALHO,Atenção Basica,Custeio,14.811,14.811,0.0,0,,2014
FUNDO - ÁLVARO DE CARVALHO,Glicemia,Custeio,2.492,2.492,0.0,0,,2014
FUNDO - ÁLVARO DE CARVALHO,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - ALVILANDIA,Atenção Basica,Custeio,9.411,9.411,0.0,0,,2014
FUNDO - ALVILANDIA,Glicemia,Custeio,1.507,1.507,0.0,0,,2014
FUNDO - ALVILANDIA,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - AMERICANA,Atenção Basica,Custeio,673.653,673.653,0.0,0,,2014
FUNDO - AMERICANA,Glicemia,Custeio,102.615,102.615,0.0,0,,2014
FUNDO - AMERICANA,Dose Certa,Custeio,502.187,502.187,0.0,0,,2014
FUNDO - AMÉRICO BRASILIENSE,Atenção Basica,Custeio,111.495,111.495,0.0,0,,2014
FUNDO - AMÉRICO BRASILIENSE,Glicemia,Custeio,17.477,17.477,0.0,0,,2014
FUNDO - AMÉRICO DE CAMPOS,Atenção Basica,Custeio,17.748,17.748,0.0,0,,2014
FUNDO - AMÉRICO DE CAMPOS,Glicemia,Custeio,2.858,2.858,0.0,0,,2014
FUNDO - AMÉRICO DE CAMPOS,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - AMPARO,Atenção Basica,Custeio,207.966,207.966,0.0,0,,2014
FUNDO - AMPARO,Glicemia,Custeio,33.123,33.123,0.0,0,,2014
FUNDO - ANALANDIA,Atenção Basica,Custeio,13.836,13.836,0.0,0,,2014
FUNDO - ANALANDIA,Glicemia,Custeio,2.279,2.279,0.0,0,,2014
FUNDO - ANALANDIA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - ANDRADINA,Atenção Basica,Custeio,171.435,171.435,0.0,0,,2014
FUNDO - ANDRADINA,Glicemia,Custeio,28.297,28.297,0.0,0,,2014
FUNDO - ANDRADINA,Qualis Mais,Custeio,312.000,312.000,0.0,0,,2014
FUNDO - ANGATUBA,Atenção Basica,Custeio,70.998,70.998,0.0,0,,2014
FUNDO - ANGATUBA,Glicemia,Custeio,11.613,11.613,0.0,0,,2014
FUNDO - ANGATUBA,Qualis Mais,Custeio,120.000,120.000,0.0,0,,2014
FUNDO - ANHEMBI,Atenção Basica,Custeio,18.360,18.360,0.0,0,,2014
FUNDO - ANHEMBI,Glicemia,Custeio,2.883,0,2.883,0,,2014
FUNDO - ANHEMBI,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - ANHUMAS,Atenção Basica,Custeio,11.823,11.823,0.0,0,,2014
FUNDO - ANHUMAS,Glicemia,Custeio,1.974,1.974,0.0,0,,2014
FUNDO - ANHUMAS,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - APARECIDA,Atenção Basica,Custeio,108.453,108.453,0.0,0,,2014
FUNDO - APARECIDA,Glicemia,Custeio,18.815,14.686,4.129,0,,2014
FUNDO - APARECIDA D`OESTE,Atenção Basica,Custeio,13.404,13.404,0.0,0,,2014
FUNDO - APARECIDA D`OESTE,Glicemia,Custeio,2.299,4.937,-2.638,0,,2014
FUNDO - APARECIDA D`OESTE,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - APIAÍ,Atenção Basica,Custeio,76.473,76.473,0.0,0,,2014
FUNDO - APIAÍ,Glicemia,Custeio,12.850,14.341,-1.4909999999999999,0,,2014
FUNDO - APIAÍ,Qualis Mais,Custeio,216.000,216.000,0.0,0,,2014
FUNDO - APIAÍ,Primeira Infância,Custeio,50.000,50.000,0.0,0,,2014
FUNDO - ARAÇARIGUAMA,Atenção Basica,Custeio,57.432,57.432,0.0,0,,2014
FUNDO - ARAÇARIGUAMA,Glicemia,Custeio,8.768,8.768,0.0,0,,2014
FUNDO - ARAÇARIGUAMA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - ARAÇATUBA,Atenção Basica,Custeio,571.608,571.608,0.0,0,,2014
FUNDO - ARAÇATUBA,Glicemia,Custeio,91.263,91.263,0.0,0,,2014
FUNDO - ARAÇOIABA DA SERRA,Atenção Basica,Custeio,90.264,90.264,0.0,0,,2014
FUNDO - ARAÇOIABA DA SERRA,Glicemia,Custeio,13.937,13.937,0.0,0,,2014
FUNDO - ARAMINA,Atenção Basica,Custeio,16.248,16.248,0.0,0,,2014
FUNDO - ARAMINA,Glicemia,Custeio,2.654,2.654,0.0,0,,2014
FUNDO - ARAMINA,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - ARANDU,Atenção Basica,Custeio,19.002,19.002,0.0,0,,2014
FUNDO - ARANDU,Glicemia,Custeio,3.106,3.106,0.0,0,,2014
FUNDO - ARANDU,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - ARAPEI,Atenção Basica,Custeio,7.623,7.623,0.0,0,,2014
FUNDO - ARAPEI,Glicemia,Custeio,1.291,1.291,0.0,0,,2014
FUNDO - ARAPEI,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - ARARAQUARA,Atenção Basica,Custeio,666.108,666.108,0.0,0,,2014
FUNDO - ARARAQUARA,Glicemia,Custeio,100.333,100.333,0.0,0,,2014
FUNDO - ARARAQUARA,Dose Certa,Custeio,497.186,497.186,0.0,0,,2014
FUNDO - ARARAS,Atenção Basica,Custeio,379.173,379.173,0.0,0,,2014
FUNDO - ARARAS,Glicemia,Custeio,59.984,59.984,0.0,0,,2014
FUNDO - ARCO ÍRIS,Atenção Basica,Custeio,5.775,5.775,0.0,0,,2014
FUNDO - ARCO ÍRIS,Glicemia,Custeio,1.005,1.005,0.0,0,,2014
FUNDO - ARCO ÍRIS,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - AREALVA,Atenção Basica,Custeio,24.735,24.735,0.0,0,,2014
FUNDO - AREALVA,Glicemia,Custeio,3.944,3.944,0.0,0,,2014
FUNDO - AREIAS,Atenção Basica,Custeio,11.517,11.517,0.0,0,,2014
FUNDO - AREIAS,Glicemia,Custeio,1.852,1.852,0.0,0,,2014
FUNDO - AREIAS,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - AREIOPOLIS,Atenção Basica,Custeio,32.967,32.967,0.0,0,,2014
FUNDO - AREIOPOLIS,Glicemia,Custeio,5.579,5.579,0.0,0,,2014
FUNDO - AREIOPOLIS,Qualis Mais,Custeio,120.000,120.000,0.0,0,,2014
FUNDO - ARIRANHA,Atenção Basica,Custeio,27.285,27.285,0.0,0,,2014
FUNDO - ARIRANHA,Glicemia,Custeio,4.438,4.438,0.0,0,,2014
FUNDO - ARIRANHA,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - ARTUR NOGUEIRA,Atenção Basica,Custeio,145.260,145.260,0.0,0,,2014
FUNDO - ARTUR NOGUEIRA,Glicemia,Custeio,22.513,22.513,0.0,0,,2014
FUNDO - ARUJÁ,Atenção Basica,Custeio,243.978,243.978,0.0,0,,2014
FUNDO - ARUJÁ,Glicemia,Custeio,40.461,40.461,0.0,0,,2014
FUNDO - ASPÁSIA,Atenção Basica,Custeio,5.562,5.562,0.0,0,,2014
FUNDO - ASPÁSIA,Glicemia,Custeio,913,913,0.0,0,,2014
FUNDO - ASPÁSIA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - ASSIS,Atenção Basica,Custeio,300.612,300.612,0.0,0,,2014
FUNDO - ASSIS,Glicemia,Custeio,49.358,49.358,0.0,0,,2014
FUNDO - ATIBAIA,Atenção Basica,Custeio,403.701,403.701,0.0,0,,2014
FUNDO - ATIBAIA,Glicemia,Custeio,63.889,63.889,0.0,0,,2014
FUNDO - AURIFLAMA,Atenção Basica,Custeio,44.493,44.493,0.0,0,,2014
FUNDO - AURIFLAMA,Glicemia,Custeio,7.183,7.183,0.0,0,,2014
FUNDO - AVAI,Atenção Basica,Custeio,15.630,15.630,0.0,0,,2014
FUNDO - AVAI,Glicemia,Custeio,2.585,2.585,0.0,0,,2014
FUNDO - AVAI,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
PREFEITURA - AVAI,Qualis UBS,Investimento,0,0,0.0,0,,2014
FUNDO - AVANHANDAVA,Atenção Basica,Custeio,36.921,36.921,0.0,0,,2014
FUNDO - AVANHANDAVA,Glicemia,Custeio,6.056,6.056,0.0,0,,2014
FUNDO - AVANHANDAVA,Qualis Mais,Custeio,120.000,120.000,0.0,0,,2014
PREFEITURA - AVANHANDAVA,Qualis UBS,Investimento,17.470,17.470,0.0,0,,2014
FUNDO - AVARÉ,Atenção Basica,Custeio,261.714,261.714,0.0,0,,2014
FUNDO - AVARÉ,Glicemia,Custeio,42.208,42.208,0.0,0,,2014
FUNDO - BADY BASSIT,Atenção Basica,Custeio,47.553,47.553,0.0,0,,2014
FUNDO - BADY BASSIT,Glicemia,Custeio,7.419,7.419,0.0,0,,2014
FUNDO - BALBINOS,Atenção Basica,Custeio,13.299,13.299,0.0,0,,2014
FUNDO - BALBINOS,Glicemia,Custeio,2.349,2.349,0.0,0,,2014
FUNDO - BALBINOS,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BÁLSAMO,Atenção Basica,Custeio,25.893,25.893,0.0,0,,2014
FUNDO - BÁLSAMO,Glicemia,Custeio,4.114,4.114,0.0,0,,2014
FUNDO - BANANAL,Atenção Basica,Custeio,32.040,32.040,0.0,0,,2014
FUNDO - BANANAL,Glicemia,Custeio,5.411,5.411,0.0,0,,2014
FUNDO - BANANAL,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BARÃO DE ANTONINA,Atenção Basica,Custeio,9.891,9.891,0.0,0,,2014
FUNDO - BARÃO DE ANTONINA,Glicemia,Custeio,1.571,1.571,0.0,0,,2014
FUNDO - BARÃO DE ANTONINA,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BARBOSA,Atenção Basica,Custeio,20.994,20.994,0.0,0,,2014
FUNDO - BARBOSA,Glicemia,Custeio,3.472,3.472,0.0,0,,2014
FUNDO - BARBOSA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - BARIRI,Atenção Basica,Custeio,100.398,100.398,0.0,0,,2014
FUNDO - BARIRI,Glicemia,Custeio,16.634,16.634,0.0,0,,2014
FUNDO - BARIRI,Qualis Mais,Custeio,144.000,144.000,0.0,0,,2014
FUNDO - BARRA BONITA,Atenção Basica,Custeio,108.930,108.930,0.0,0,,2014
FUNDO - BARRA BONITA,Glicemia,Custeio,18.107,18.107,0.0,0,,2014
FUNDO - BARRA BONITA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - BARRA DO CHAPÉU,Atenção Basica,Custeio,16.542,16.542,0.0,0,,2014
FUNDO - BARRA DO CHAPÉU,Glicemia,Custeio,2.679,2.679,0.0,0,,2014
FUNDO - BARRA DO CHAPÉU,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BARRA DO TURVO,Atenção Basica,Custeio,23.634,23.634,0.0,0,,2014
FUNDO - BARRA DO TURVO,Glicemia,Custeio,3.850,3.850,0.0,0,,2014
FUNDO - BARRA DO TURVO,Qualis Mais,Custeio,144.000,144.000,0.0,0,,2014
FUNDO - BARRETOS,Atenção Basica,Custeio,353.337,353.337,0.0,0,,2014
FUNDO - BARRETOS,Glicemia,Custeio,56.809,56.809,0.0,0,,2014
FUNDO - BARRINHA,Atenção Basica,Custeio,91.518,91.518,0.0,0,,2014
FUNDO - BARRINHA,Glicemia,Custeio,14.413,14.413,0.0,0,,2014
FUNDO - BARRINHA,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BARUERI,Atenção Basica,Custeio,770.268,770.268,0.0,0,,2014
FUNDO - BARUERI,Glicemia,Custeio,135.087,135.087,0.0,0,,2014
FUNDO - BARUERI,Dose Certa,Custeio,637.608,637.608,0.0,0,,2014
PREFEITURA - BARUERI,Qualis UBS,Investimento,0,0,0.0,0,,2014
FUNDO - BASTOS,Atenção Basica,Custeio,63.183,63.183,0.0,0,,2014
FUNDO - BASTOS,Glicemia,Custeio,10.690,10.690,0.0,0,,2014
FUNDO - BATATAIS,Atenção Basica,Custeio,178.962,178.962,0.0,0,,2014
FUNDO - BATATAIS,Glicemia,Custeio,28.444,28.444,0.0,0,,2014
FUNDO - BAURU,Atenção Basica,Custeio,1.086.186,1.086.186,0.0,0,,2014
FUNDO - BAURU,Glicemia,Custeio,179.715,179.715,0.0,0,,2014
FUNDO - BAURU,Dose Certa,Custeio,848.252,848.252,0.0,0,,2014
FUNDO - BEBEDOURO,Atenção Basica,Custeio,232.461,232.461,0.0,0,,2014
FUNDO - BEBEDOURO,Glicemia,Custeio,38.815,38.815,0.0,0,,2014
FUNDO - BEBEDOURO,Dose Certa,Custeio,183.207,183.207,0.0,0,,2014
FUNDO - BENTO DE ABREU,Atenção Basica,Custeio,8.493,8.493,0.0,0,,2014
FUNDO - BENTO DE ABREU,Glicemia,Custeio,1.491,1.491,0.0,0,,2014
FUNDO - BENTO DE ABREU,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BERNARDINO DE CAMPOS,Atenção Basica,Custeio,33.399,33.399,0.0,0,,2014
FUNDO - BERNARDINO DE CAMPOS,Glicemia,Custeio,5.390,5.390,0.0,0,,2014
FUNDO - BERNARDINO DE CAMPOS,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BERTIOGA,Atenção Basica,Custeio,161.037,161.037,0.0,0,,2014
FUNDO - BERTIOGA,Glicemia,Custeio,24.498,24.498,0.0,0,,2014
PREFEITURA - BERTIOGA,Projeto Verão,Custeio,300.000,300.000,0.0,0,,2014
FUNDO - BILAC,Atenção Basica,Custeio,22.557,22.557,0.0,0,,2014
FUNDO - BILAC,Glicemia,Custeio,3.747,3.747,0.0,0,,2014
FUNDO - BIRIGUI,Atenção Basica,Custeio,347.694,347.694,0.0,0,,2014
FUNDO - BIRIGUI,Glicemia,Custeio,55.456,55.456,0.0,0,,2014
FUNDO - BIRITIBA-MIRIM,Atenção Basica,Custeio,91.476,91.476,0.0,0,,2014
FUNDO - BIRITIBA-MIRIM,Glicemia,Custeio,14.825,14.825,0.0,0,,2014
FUNDO - BIRITIBA-MIRIM,Qualis Mais,Custeio,144.000,144.000,0.0,0,,2014
FUNDO - BOA ESPERANÇA DO SUL,Atenção Basica,Custeio,43.068,43.068,0.0,0,,2014
FUNDO - BOA ESPERANÇA DO SUL,Glicemia,Custeio,6.977,6.977,0.0,0,,2014
FUNDO - BOA ESPERANÇA DO SUL,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BOCAINA,Atenção Basica,Custeio,34.704,34.704,0.0,0,,2014
FUNDO - BOCAINA,Glicemia,Custeio,5.514,5.514,0.0,0,,2014
FUNDO - BOCAINA,Dose Certa,Custeio,26.026,26.026,0.0,0,,2014
FUNDO - BOCAINA,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BOFETE,Atenção Basica,Custeio,31.512,31.512,0.0,0,,2014
FUNDO - BOFETE,Glicemia,Custeio,4.896,4.896,0.0,0,,2014
FUNDO - BOFETE,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - BOITUVA,Atenção Basica,Custeio,160.293,160.293,0.0,0,,2014
FUNDO - BOITUVA,Glicemia,Custeio,24.692,24.692,0.0,0,,2014
FUNDO - BOM JESUS DOS PERDÕES,Atenção Basica,Custeio,65.928,65.928,0.0,0,,2014
FUNDO - BOM JESUS DOS PERDÕES,Glicemia,Custeio,10.100,10.100,0.0,0,,2014
FUNDO - BOM SUCESSO DE ITARARÉ,Atenção Basica,Custeio,11.316,11.316,0.0,0,,2014
FUNDO - BOM SUCESSO DE ITARARÉ,Glicemia,Custeio,1.984,1.984,0.0,0,,2014
FUNDO - BOM SUCESSO DE ITARARÉ,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BORÁ,Atenção Basica,Custeio,2.502,2.502,0.0,0,,2014
FUNDO - BORÁ,Glicemia,Custeio,419,419,0.0,0,,2014
FUNDO - BORÁ,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - BORACEIA,Atenção Basica,Custeio,13.620,13.620,0.0,0,,2014
FUNDO - BORACEIA,Glicemia,Custeio,2.220,2.220,0.0,0,,2014
FUNDO - BORACEIA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - BORBOREMA,Atenção Basica,Custeio,46.005,46.005,0.0,0,,2014
FUNDO - BORBOREMA,Glicemia,Custeio,7.316,7.316,0.0,0,,2014
FUNDO - BORBOREMA,Qualis Mais,Custeio,144.000,144.000,0.0,0,,2014
FUNDO - BOREBI,Atenção Basica,Custeio,7.374,7.374,0.0,0,,2014
FUNDO - BOREBI,Glicemia,Custeio,1.175,1.175,0.0,0,,2014
FUNDO - BOREBI,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BOTUCATU,Atenção Basica,Custeio,408.807,408.807,0.0,0,,2014
FUNDO - BOTUCATU,Glicemia,Custeio,65.174,65.174,0.0,0,,2014
FUNDO - BRAGANÇA PAULISTA,Atenção Basica,Custeio,470.985,470.985,0.0,0,,2014
FUNDO - BRAGANÇA PAULISTA,Glicemia,Custeio,74.206,74.206,0.0,0,,2014
FUNDO - BRAUNA,Atenção Basica,Custeio,16.035,16.035,0.0,0,,2014
FUNDO - BRAUNA,Glicemia,Custeio,2.535,2.535,0.0,0,,2014
FUNDO - BRAUNA,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BREJO ALEGRE,Atenção Basica,Custeio,8.169,8.169,0.0,0,,2014
FUNDO - BREJO ALEGRE,Glicemia,Custeio,1.297,1.297,0.0,0,,2014
FUNDO - BREJO ALEGRE,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - BRODOSQUI,Atenção Basica,Custeio,68.391,68.391,0.0,0,,2014
FUNDO - BRODOSQUI,Glicemia,Custeio,10.706,10.706,0.0,0,,2014
FUNDO - BRODOSQUI,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BROTAS,Atenção Basica,Custeio,68.877,68.877,0.0,0,,2014
FUNDO - BROTAS,Glicemia,Custeio,11.316,11.316,0.0,0,,2014
FUNDO - BROTAS,Dose Certa,Custeio,53.409,53.409,0.0,0,,2014
FUNDO - BROTAS,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - BURI,Atenção Basica,Custeio,58.185,58.185,0.0,0,,2014
FUNDO - BURI,Glicemia,Custeio,9.318,9.318,0.0,0,,2014
FUNDO - BURI,Qualis Mais,Custeio,120.000,120.000,0.0,0,,2014
FUNDO - BURITAMA,Atenção Basica,Custeio,48.936,48.936,0.0,0,,2014
FUNDO - BURITAMA,Glicemia,Custeio,7.818,7.818,0.0,0,,2014
FUNDO - BURITIZAL,Atenção Basica,Custeio,12.837,12.837,0.0,0,,2014
FUNDO - BURITIZAL,Glicemia,Custeio,2.048,1.536,512.0,0,,2014
FUNDO - BURITIZAL,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - CABRALIA PAULISTA,Atenção Basica,Custeio,13.290,13.290,0.0,0,,2014
FUNDO - CABRALIA PAULISTA,Glicemia,Custeio,2.185,2.185,0.0,0,,2014
FUNDO - CABRALIA PAULISTA,Qualis Mais,Custeio,48.000,48.000,0.0,0,,2014
FUNDO - CABREUVA,Atenção Basica,Custeio,135.336,135.336,0.0,0,,2014
FUNDO - CABREUVA,Glicemia,Custeio,21.350,21.350,0.0,0,,2014
FUNDO - CABREUVA,Qualis Mais,Custeio,18.000,18.000,0.0,0,,2014
FUNDO - CAÇAPAVA,Atenção Basica,Custeio,269.004,269.004,0.0,0,,2014
FUNDO - CAÇAPAVA,Glicemia,Custeio,42.707,42.707,0.0,0,,2014
FUNDO - CACHOEIRA PAULISTA,Atenção Basica,Custeio,95.373,23.843,71.53,0,,2014
FUNDO - CACHOEIRA PAULISTA,Glicemia,Custeio,17.332,17.332,0.0,0,,2014
FUNDO - CACONDE,Atenção Basica,Custeio,56.778,56.778,0.0,0,,2014
FUNDO - CACONDE,Glicemia,Custeio,9.652,9.652,0.0,0,,2014
FUNDO - CAFELÂNDIA,Atenção Basica,Custeio,52.038,52.038,0.0,0,,2014
FUNDO - CAFELÂNDIA,Glicemia,Custeio,8.389,8.389,0.0,0,,2014
FUNDO - CAFELÂNDIA,Qualis Mais,Custeio,120.000,120.000,0.0,0,,2014
FUNDO - CAIABU,Atenção Basica,Custeio,12.603,12.603,0.0,0,,2014
FUNDO - CAIABU,Glicemia,Custeio,2.066,2.066,0.0,0,,2014
FUNDO - CAIABU,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - CAIEIRAS,Atenção Basica,Custeio,279.645,279.645,0.0,0,,2014
FUNDO - CAIEIRAS,Glicemia,Custeio,44.106,44.106,0.0,0,,2014
FUNDO - CAIUÁ,Atenção Basica,Custeio,16.254,16.254,0.0,0,,2014
FUNDO - CAIUÁ,Glicemia,Custeio,2.724,2.724,0.0,0,,2014
FUNDO - CAIUÁ,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - CAJAMAR,Atenção Basica,Custeio,208.752,208.752,0.0,0,,2014
FUNDO - CAJAMAR,Glicemia,Custeio,32.570,32.570,0.0,0,,2014
FUNDO - CAJATI,Atenção Basica,Custeio,87.177,87.177,0.0,0,,2014
FUNDO - CAJATI,Glicemia,Custeio,14.468,14.468,0.0,0,,2014
FUNDO - CAJATI,Qualis Mais,Custeio,168.000,168.000,0.0,0,,2014
FUNDO - CAJOBI,Atenção Basica,Custeio,30.696,30.696,0.0,0,,2014
FUNDO - CAJOBI,Glicemia,Custeio,5.005,5.005,0.0,0,,2014
FUNDO - CAJOBI,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - CAJURU,Atenção Basica,Custeio,74.349,74.349,0.0,0,,2014
FUNDO - CAJURU,Glicemia,Custeio,12.157,12.157,0.0,0,,2014
FUNDO - CAJURU,Qualis Mais,Custeio,192.000,192.000,0.0,0,,2014
FUNDO - CAMPINA DO MONTE ALEGRE,Atenção Basica,Custeio,17.508,17.508,0.0,0,,2014
FUNDO - CAMPINA DO MONTE ALEGRE,Glicemia,Custeio,2.797,2.797,0.0,0,,2014
FUNDO - CAMPINA DO MONTE ALEGRE,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
FUNDO - CAMPINAS,Atenção Basica,Custeio,3.434.586,3.434.586,0.0,0,,2014
FUNDO - CAMPINAS,Glicemia,Custeio,532.335,532.335,0.0,0,,2014
FUNDO - CAMPINAS,Dose Certa,Custeio,2.569.122,2.569.122,0.0,0,,2014
FUNDO - CAMPO LIMPO PAULISTA,Atenção Basica,Custeio,237.273,237.273,0.0,0,,2014
FUNDO - CAMPO LIMPO PAULISTA,Glicemia,Custeio,37.434,37.434,0.0,0,,2014
FUNDO - CAMPOS DO JORDÃO,Atenção Basica,Custeio,150.663,150.663,0.0,0,,2014
FUNDO - CAMPOS DO JORDÃO,Glicemia,Custeio,24.030,24.030,0.0,0,,2014
FUNDO - CAMPOS NOVOS PAULISTA,Atenção Basica,Custeio,14.328,14.328,0.0,0,,2014
FUNDO - CAMPOS NOVOS PAULISTA,Glicemia,Custeio,2.507,2.507,0.0,0,,2014
FUNDO - CAMPOS NOVOS PAULISTA,Qualis Mais,Custeio,96.000,96.000,0.0,0,,2014
