Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ÁGUAS DA PRATA,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ÁGUAS DA PRATA,Aedes Aegypti,Custeio,197,197,0,0,,2020
FUNDO - ÁGUAS DA PRATA,COVID19,Custeio,13.019,13.019,0,0,,2020
FUNDO - ÁGUAS DA PRATA,COVID19,Custeio,19.529,19.529,0,0,,2020
FUNDO - ÁGUAS DA PRATA,Glicemia,Custeio,4.090,1.023,3.067,0,,2020
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,508,127,381,0,,2020
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,4,4,0,0,,2020
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,32,32,0,0,,2020
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,98,98,0,0,,2020
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,786,786,0,0,,2020
FUNDO - ÁGUAS DA PRATA,Atenção Basica,Custeio,32.720,8.180,24.540,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,1.643,1.643,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,COVID19,Custeio,29.758,29.758,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,COVID19,Custeio,44.638,44.638,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,COVID19,Custeio,150.000,150.000,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,COVID19,Custeio,150.000,150.000,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Glicemia,Custeio,9.353,2.338,7.015,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,1.431,358,1.073,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,9,9,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,91,91,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Qualis Mais,Custeio,14.604,0,14.604,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,341,341,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,2.665,2.665,0,0,,2020
FUNDO - ÁGUAS DE LINDOIA,Atenção Basica,Custeio,74.820,18.705,56.115,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,165,165,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,COVID19,Custeio,9.664,9.664,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,COVID19,Custeio,14.496,14.496,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,COVID19,Investimento,150.000,150.000,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Glicemia,Custeio,3.038,759,2.279,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,479,120,359,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,3,3,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,579,579,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,62,62,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,709,709,0,0,,2020
FUNDO - ÁGUAS DE SANTA BARBARA,Atenção Basica,Custeio,24.300,6.075,18.225,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,182,182,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,COVID19,Custeio,5.408,5.408,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,COVID19,Custeio,8.112,8.112,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Glicemia,Custeio,1.726,431,1.295,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,1.086,271,815,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,8,8,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,69,69,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,286,286,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,217,217,0,0,,2020
FUNDO - ÁGUAS DE SÃO PEDRO,Atenção Basica,Custeio,13.804,3.451,10.353,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,1.246,1.246,0,0,,2020
FUNDO - AGUDOS,COVID19,Custeio,59.237,59.237,0,0,,2020
FUNDO - AGUDOS,COVID19,Custeio,88.855,88.855,0,0,,2020
FUNDO - AGUDOS,COVID19,Custeio,150.000,150.000,0,0,,2020
FUNDO - AGUDOS,COVID19,Custeio,100.000,100.000,0,0,,2020
FUNDO - AGUDOS,Glicemia,Custeio,18.607,4.652,13.955,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,2.251,563,1.688,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,16,16,0,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,144,144,0,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,156,156,0,0,,2020
FUNDO - AGUDOS,Dose Certa,Custeio,7.412,7.412,0,0,,2020
FUNDO - AGUDOS,Atenção Basica,Custeio,148.856,37.214,111.642,0,,2020
FUNDO - ALAMBARI,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,366,366,0,0,,2020
FUNDO - ALAMBARI,COVID19,Custeio,9.469,9.469,0,0,,2020
FUNDO - ALAMBARI,COVID19,Custeio,14.203,14.203,0,0,,2020
FUNDO - ALAMBARI,Glicemia,Custeio,3.013,753,2.260,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,1.965,491,1.474,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,12,12,0,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,126,126,0,0,,2020
FUNDO - ALAMBARI,Qualis Mais,Custeio,7.745,0,7.745,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,512,512,0,0,,2020
FUNDO - ALAMBARI,Dose Certa,Custeio,636,636,0,0,,2020
FUNDO - ALAMBARI,Atenção Basica,Custeio,24.100,6.025,18.075,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,247,247,0,0,,2020
FUNDO - ALFREDO MARCONDES,COVID19,Custeio,6.635,6.635,0,0,,2020
FUNDO - ALFREDO MARCONDES,COVID19,Custeio,9.953,9.953,0,0,,2020
FUNDO - ALFREDO MARCONDES,Aedes Aegypti,Custeio,907,0,907,0,,2020
FUNDO - ALFREDO MARCONDES,Glicemia,Custeio,2.083,521,1.562,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,257,64,193,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,2,2,0,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,16,16,0,0,,2020
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,5.427,0,5.427,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,490,490,0,0,,2020
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,621,621,0,0,,2020
FUNDO - ALFREDO MARCONDES,Atenção Basica,Custeio,16.664,4.166,12.498,0,,2020
FUNDO - ALTAIR,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,73,73,0,0,,2020
FUNDO - ALTAIR,COVID19,Custeio,6.614,6.614,0,0,,2020
FUNDO - ALTAIR,COVID19,Custeio,9.922,9.922,0,0,,2020
FUNDO - ALTAIR,COVID19,Investimento,160.000,160.000,0,0,,2020
FUNDO - ALTAIR,Glicemia,Custeio,2.080,520,1.560,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,437,109,328,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,2,2,0,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,28,28,0,0,,2020
FUNDO - ALTAIR,Qualis Mais,Custeio,9.381,0,9.381,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,483,483,0,0,,2020
FUNDO - ALTAIR,Dose Certa,Custeio,437,437,0,0,,2020
FUNDO - ALTAIR,Atenção Basica,Custeio,16.640,4.160,12.480,0,,2020
FUNDO - ALTINÓPOLIS,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,454,454,0,0,,2020
FUNDO - ALTINÓPOLIS,COVID19,Custeio,25.862,25.862,0,0,,2020
FUNDO - ALTINÓPOLIS,COVID19,Custeio,38.794,38.794,0,0,,2020
FUNDO - ALTINÓPOLIS,COVID19,Investimento,80.000,80.000,0,0,,2020
FUNDO - ALTINÓPOLIS,Glicemia,Custeio,8.100,2.025,6.075,0,,2020
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,36.681,0,36.681,0,,2020
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,16,16,0,0,,2020
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,3.178,3.178,0,0,,2020
FUNDO - ALTINÓPOLIS,Atenção Basica,Custeio,64.736,16.184,48.552,0,,2020
FUNDO - ALTO ALEGRE,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,174,174,0,0,,2020
FUNDO - ALTO ALEGRE,COVID19,Custeio,6.576,6.576,0,0,,2020
FUNDO - ALTO ALEGRE,COVID19,Custeio,9.864,9.864,0,0,,2020
FUNDO - ALTO ALEGRE,COVID19,Custeio,50.000,50.000,0,0,,2020
FUNDO - ALTO ALEGRE,Glicemia,Custeio,2.134,533,1.601,0,,2020
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,9.327,0,9.327,0,,2020
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,63,63,0,0,,2020
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,245,245,0,0,,2020
FUNDO - ALTO ALEGRE,Atenção Basica,Custeio,16.396,4.099,12.297,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,520,0,520,0,,2020
FUNDO - ALUMINIO,COVID19,Custeio,29.574,29.574,0,0,,2020
FUNDO - ALUMINIO,COVID19,Custeio,44.362,44.362,0,0,,2020
FUNDO - ALUMINIO,COVID19,Investimento,200.000,200.000,0,0,,2020
FUNDO - ALUMINIO,Glicemia,Custeio,9.314,2.329,6.985,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,1.916,479,1.437,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,14,14,0,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,122,122,0,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,1.476,1.476,0,0,,2020
FUNDO - ALUMINIO,Dose Certa,Custeio,2.115,2.115,0,0,,2020
FUNDO - ALUMINIO,Atenção Basica,Custeio,74.512,0,74.512,0,,2020
FUNDO - ÁLVARES FLORENCE,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,176,176,0,0,,2020
FUNDO - ÁLVARES FLORENCE,COVID19,Custeio,5.939,5.939,0,0,,2020
FUNDO - ÁLVARES FLORENCE,COVID19,Custeio,8.909,8.909,0,0,,2020
FUNDO - ÁLVARES FLORENCE,Glicemia,Custeio,1.938,485,1.453,0,,2020
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,4.858,0,4.858,0,,2020
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,99,99,0,0,,2020
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,174,174,0,0,,2020
FUNDO - ÁLVARES FLORENCE,Atenção Basica,Custeio,14.716,3.679,11.037,0,,2020
FUNDO - ÁLVARES MACHADO,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,1.636,0,1.636,0,,2020
FUNDO - ÁLVARES MACHADO,COVID19,Custeio,39.728,0,39.728,0,,2020
FUNDO - ÁLVARES MACHADO,COVID19,Custeio,59.592,0,59.592,0,,2020
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,12.458,3.114,9.344,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,803,201,602,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,6,6,0,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,51,51,0,0,,2020
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,56.347,0,56.347,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,1.132,1.132,0,0,,2020
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,1.521,1.521,0,0,,2020
FUNDO - ÁLVARES MACHADO,Atenção Basica,Custeio,99.660,0,99.660,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Sistema Prisional,Custeio,141.300,141.300,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,373,373,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,COVID19,Custeio,8.286,8.286,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,COVID19,Custeio,12.430,12.430,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Aedes Aegypti,Custeio,150,0,150,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Glicemia,Custeio,2.614,653,1.961,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,886,221,665,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,5,5,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,57,57,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Qualis Mais,Custeio,17.622,0,17.622,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,987,987,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,1.092,1.092,0,0,,2020
FUNDO - ÁLVARO DE CARVALHO,Atenção Basica,Custeio,20.908,5.227,15.681,0,,2020
FUNDO - ALVILANDIA,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,121,121,0,0,,2020
FUNDO - ALVILANDIA,Aedes Aegypti,Custeio,191,191,0,0,,2020
FUNDO - ALVILANDIA,COVID19,Custeio,5.130,5.130,0,0,,2020
FUNDO - ALVILANDIA,COVID19,Custeio,7.694,7.694,0,0,,2020
FUNDO - ALVILANDIA,COVID19,Custeio,100.000,100.000,0,0,,2020
FUNDO - ALVILANDIA,Glicemia,Custeio,1.611,403,1.208,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,214,54,160,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,1,1,0,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,14,14,0,0,,2020
FUNDO - ALVILANDIA,Qualis Mais,Custeio,7.275,0,7.275,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,169,169,0,0,,2020
FUNDO - ALVILANDIA,Dose Certa,Custeio,342,342,0,0,,2020
FUNDO - ALVILANDIA,Atenção Basica,Custeio,12.888,3.222,9.666,0,,2020
FUNDO - AMERICANA,DST AIDS,Custeio,72.000,72.000,0,0,,2020
FUNDO - AMERICANA,COVID19,Custeio,758.758,758.758,0,0,,2020
FUNDO - AMERICANA,COVID19,Custeio,1.138.138,1.138.138,0,0,,2020
FUNDO - AMERICANA,COVID19,Custeio,100.000,100.000,0,0,,2020
FUNDO - AMERICANA,COVID19,Custeio,1.000.000,1.000.000,0,0,,2020
FUNDO - AMERICANA,COVID19,Custeio,400.000,400.000,0,0,,2020
FUNDO - AMERICANA,COVID19,Investimento,100.000,100.000,0,0,,2020
FUNDO - AMERICANA,Glicemia,Custeio,119.799,29.950,89.849,0,,2020
FUNDO - AMERICANA,Dose Certa,Custeio,445.650,111.413,334.237,0,,2020
FUNDO - AMERICANA,Dose Certa,Custeio,255,255,0,0,,2020
FUNDO - AMERICANA,Dose Certa,Custeio,948,948,0,0,,2020
FUNDO - AMERICANA,Atenção Basica,Custeio,958.388,239.597,718.791,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,1.032,1.032,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,COVID19,Custeio,63.939,63.939,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,COVID19,Custeio,95.909,95.909,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Glicemia,Custeio,20.252,5.063,15.189,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,7.109,1.777,5.332,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,58,58,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,454,454,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Qualis Mais,Custeio,31.379,0,31.379,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,90,90,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,6.715,6.715,0,0,,2020
FUNDO - AMÉRICO BRASILIENSE,Atenção Basica,Custeio,162.016,40.504,121.512,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,196,196,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,COVID19,Custeio,9.530,9.530,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,COVID19,Custeio,14.294,14.294,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Aedes Aegypti,Custeio,2.123,0,2.123,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Glicemia,Custeio,36.098,746,35.352,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,75,19,56,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,0,0,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,5,5,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Qualis Mais,Custeio,7.795,0,7.795,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,68,68,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,1.000,1.000,0,0,,2020
FUNDO - AMÉRICO DE CAMPOS,Atenção Basica,Custeio,23.876,5.969,17.907,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,1.900,1.900,0,0,,2020
FUNDO - AMPARO,COVID19,Custeio,114.720,114.720,0,0,,2020
FUNDO - AMPARO,COVID19,Custeio,172.080,172.080,0,0,,2020
FUNDO - AMPARO,COVID19,Investimento,200.000,200.000,0,0,,2020
FUNDO - AMPARO,Glicemia,Custeio,36.098,9.024,27.074,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,4.360,1.090,3.270,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,46,46,0,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,279,279,0,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,1.961,1.961,0,0,,2020
FUNDO - AMPARO,Dose Certa,Custeio,9.515,9.515,0,0,,2020
FUNDO - AMPARO,Atenção Basica,Custeio,288.780,72.195,216.585,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,321,321,0,0,,2020
FUNDO - ANALANDIA,COVID19,Custeio,7.893,7.893,0,0,,2020
FUNDO - ANALANDIA,COVID19,Custeio,11.839,11.839,0,0,,2020
FUNDO - ANALANDIA,Glicemia,Custeio,28.650,624,28.026,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,1.006,252,754,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,7,7,0,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,64,64,0,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,450,450,0,0,,2020
FUNDO - ANALANDIA,Dose Certa,Custeio,510,510,0,0,,2020
FUNDO - ANALANDIA,Atenção Basica,Custeio,19.980,4.995,14.985,0,,2020
FUNDO - ANDRADINA,Sorria SP,Custeio,36.000,18.000,18.000,0,,2020
FUNDO - ANDRADINA,Dose Certa,Custeio,3.301,3.301,0,0,,2020
FUNDO - ANDRADINA,COVID19,Custeio,91.379,91.379,0,0,,2020
FUNDO - ANDRADINA,COVID19,Custeio,137.069,137.069,0,0,,2020
FUNDO - ANDRADINA,COVID19,Investimento,256.000,256.000,0,0,,2020
FUNDO - ANDRADINA,Glicemia,Custeio,12.614,7.163,5.451,0,,2020
FUNDO - ANDRADINA,Dose Certa,Custeio,562,562,0,0,,2020
FUNDO - ANDRADINA,Dose Certa,Custeio,4.564,4.564,0,0,,2020
FUNDO - ANDRADINA,Atenção Basica,Custeio,228.628,57.157,171.471,0,,2020
FUNDO - ANGATUBA,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,1.322,0,1.322,0,,2020
FUNDO - ANGATUBA,COVID19,Custeio,39.950,0,39.950,0,,2020
FUNDO - ANGATUBA,COVID19,Custeio,59.926,0,59.926,0,,2020
FUNDO - ANGATUBA,Glicemia,Custeio,3.362,0,3.362,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,4.044,0,4.044,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,26,0,26,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,258,0,258,0,,2020
FUNDO - ANGATUBA,Qualis Mais,Custeio,19.606,0,19.606,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,1.968,0,1.968,0,,2020
FUNDO - ANGATUBA,Dose Certa,Custeio,915,0,915,0,,2020
FUNDO - ANGATUBA,Atenção Basica,Custeio,100.912,0,100.912,0,,2020
FUNDO - ANHEMBI,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,169,169,0,0,,2020
FUNDO - ANHEMBI,COVID19,Custeio,10.603,10.603,0,0,,2020
FUNDO - ANHEMBI,COVID19,Custeio,15.905,15.905,0,0,,2020
FUNDO - ANHEMBI,Glicemia,Custeio,148.819,841,147.978,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,1.751,438,1.313,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,10,10,0,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,112,112,0,0,,2020
FUNDO - ANHEMBI,Qualis Mais,Custeio,5.204,0,5.204,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,299,299,0,0,,2020
FUNDO - ANHEMBI,Dose Certa,Custeio,1.219,1.219,0,0,,2020
FUNDO - ANHEMBI,Atenção Basica,Custeio,26.896,6.724,20.172,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,248,248,0,0,,2020
FUNDO - ANHUMAS,COVID19,Custeio,6.536,6.536,0,0,,2020
FUNDO - ANHUMAS,COVID19,Custeio,9.804,9.804,0,0,,2020
FUNDO - ANHUMAS,Glicemia,Custeio,2.058,514,1.544,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,477,119,358,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,3,3,0,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,30,30,0,0,,2020
FUNDO - ANHUMAS,Qualis Mais,Custeio,5.346,0,5.346,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,988,988,0,0,,2020
FUNDO - ANHUMAS,Dose Certa,Custeio,983,983,0,0,,2020
FUNDO - ANHUMAS,Atenção Basica,Custeio,16.460,4.115,12.345,0,,2020
FUNDO - APARECIDA,Sorria SP,Custeio,36.000,0,36.000,0,,2020
FUNDO - APARECIDA,Dose Certa,Custeio,2.488,2.488,0,0,,2020
FUNDO - APARECIDA,Aedes Aegypti,Custeio,3.197,3.197,0,0,,2020
FUNDO - APARECIDA,COVID19,Custeio,57.806,57.806,0,0,,2020
FUNDO - APARECIDA,COVID19,Custeio,86.710,86.710,0,0,,2020
FUNDO - APARECIDA,Glicemia,Custeio,18.815,4.704,14.111,0,,2020
FUNDO - APARECIDA,Qualis Mais,Custeio,28.370,0,28.370,0,,2020
FUNDO - APARECIDA,Dose Certa,Custeio,734,734,0,0,,2020
FUNDO - APARECIDA,Dose Certa,Custeio,3.592,3.592,0,0,,2020
FUNDO - APARECIDA,Atenção Basica,Custeio,144.628,36.157,108.471,0,,2020
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,310,310,0,0,,2020
FUNDO - APARECIDA D`OESTE,COVID19,Custeio,6.774,6.774,0,0,,2020
FUNDO - APARECIDA D`OESTE,COVID19,Custeio,10.162,10.162,0,0,,2020
