Beneficiário,Programa,Natureza,Convênio,Pago,Pagar,Base Referência,Sub-programa,ano
FUNDO - ÁGUAS DA PRATA,Atenção Basica,Custeio,32.548,32.548,0,0,,2019
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,345,345,0,0,,2019
FUNDO - ÁGUAS DA PRATA,Dose Certa,Custeio,156,156,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Glicemia,Custeio,9.208,9.208,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Qualis Mais,Custeio,58.418,58.418,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,8.501,8.501,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,518,518,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Atenção Basica,Custeio,74.396,74.396,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,388,388,0,0,,2019
FUNDO - ÁGUAS DE LINDOIA,Dose Certa,Custeio,1.661,1.661,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Glicemia,Custeio,2.988,2.988,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,1.473,1.473,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Atenção Basica,Custeio,24.160,24.160,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,58,58,0,0,,2019
FUNDO - ÁGUAS DE SANTA BARBARA,Dose Certa,Custeio,166,166,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Glicemia,Custeio,1.604,1.604,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,1.182,1.182,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,29,29,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Atenção Basica,Custeio,13.520,13.520,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,19,19,0,0,,2019
FUNDO - ÁGUAS DE SÃO PEDRO,Dose Certa,Custeio,180,180,0,0,,2019
FUNDO - AGUDOS,Glicemia,Custeio,18.352,18.352,0,0,,2019
FUNDO - AGUDOS,Dose Certa,Custeio,7.763,7.763,0,0,,2019
FUNDO - AGUDOS,Dose Certa,Custeio,864,864,0,0,,2019
FUNDO - AGUDOS,Atenção Basica,Custeio,148.092,148.092,0,0,,2019
FUNDO - AGUDOS,Dose Certa,Custeio,1.130,1.130,0,0,,2019
FUNDO - ALAMBARI,Glicemia,Custeio,2.828,2.828,0,0,,2019
FUNDO - ALAMBARI,Qualis Mais,Custeio,30.980,30.980,0,0,,2019
FUNDO - ALAMBARI,Dose Certa,Custeio,2.104,2.104,0,0,,2019
FUNDO - ALAMBARI,Dose Certa,Custeio,173,173,0,0,,2019
FUNDO - ALAMBARI,Atenção Basica,Custeio,23.672,23.672,0,0,,2019
FUNDO - ALAMBARI,Dose Certa,Custeio,450,450,0,0,,2019
FUNDO - ALAMBARI,Dose Certa,Custeio,531,531,0,0,,2019
FUNDO - ALAMBARI,Dose Certa,Custeio,826,826,0,0,,2019
FUNDO - ALFREDO MARCONDES,Glicemia,Custeio,2.060,2.060,0,0,,2019
FUNDO - ALFREDO MARCONDES,Qualis Mais,Custeio,21.709,21.709,0,0,,2019
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,1.683,1.683,0,0,,2019
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,86,86,0,0,,2019
FUNDO - ALFREDO MARCONDES,Atenção Basica,Custeio,16.588,16.588,0,0,,2019
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,540,540,0,0,,2019
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,29,29,0,0,,2019
FUNDO - ALFREDO MARCONDES,Dose Certa,Custeio,735,735,0,0,,2019
FUNDO - ALTAIR,Glicemia,Custeio,2.044,2.044,0,0,,2019
FUNDO - ALTAIR,Qualis Mais,Custeio,37.525,37.525,0,0,,2019
FUNDO - ALTAIR,Dose Certa,Custeio,970,970,0,0,,2019
FUNDO - ALTAIR,Dose Certa,Custeio,77,77,0,0,,2019
FUNDO - ALTAIR,Atenção Basica,Custeio,16.536,16.536,0,0,,2019
FUNDO - ALTAIR,Dose Certa,Custeio,39,39,0,0,,2019
FUNDO - ALTAIR,Dose Certa,Custeio,465,465,0,0,,2019
FUNDO - ALTINÓPOLIS,Glicemia,Custeio,8.100,8.100,0,0,,2019
FUNDO - ALTINÓPOLIS,Qualis Mais,Custeio,146.725,146.725,0,0,,2019
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,5.165,5.165,0,0,,2019
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,173,173,0,0,,2019
FUNDO - ALTINÓPOLIS,Atenção Basica,Custeio,64.656,64.656,0,0,,2019
FUNDO - ALTINÓPOLIS,Dose Certa,Custeio,156,156,0,0,,2019
FUNDO - ALTO ALEGRE,Glicemia,Custeio,2.132,2.132,0,0,,2019
FUNDO - ALTO ALEGRE,Qualis Mais,Custeio,37.307,37.307,0,0,,2019
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,1.258,1.258,0,0,,2019
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - ALTO ALEGRE,Atenção Basica,Custeio,16.440,16.440,0,0,,2019
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,78,78,0,0,,2019
FUNDO - ALTO ALEGRE,Dose Certa,Custeio,316,316,0,0,,2019
FUNDO - ALUMINIO,Glicemia,Custeio,9.097,0,9.097,0,,2019
FUNDO - ALUMINIO,Dose Certa,Custeio,4.982,0,4.982,0,,2019
FUNDO - ALUMINIO,Dose Certa,Custeio,269,0,269,0,,2019
FUNDO - ALUMINIO,Atenção Basica,Custeio,73.936,0,73.936,0,,2019
FUNDO - ALUMINIO,Dose Certa,Custeio,360,0,360,0,,2019
FUNDO - ALUMINIO,Dose Certa,Custeio,735,0,735,0,,2019
FUNDO - ÁLVARES FLORENCE,Glicemia,Custeio,1.940,1.940,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Qualis Mais,Custeio,19.432,19.432,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,1.144,1.144,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,86,86,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Atenção Basica,Custeio,14.848,14.848,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,10,10,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,19,19,0,0,,2019
FUNDO - ÁLVARES FLORENCE,Dose Certa,Custeio,133,133,0,0,,2019
FUNDO - ÁLVARES MACHADO,Glicemia,Custeio,12.367,9.276,3.091,0,,2019
FUNDO - ÁLVARES MACHADO,Qualis Mais,Custeio,225.388,112.694,112.694,0,,2019
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,8.946,8.946,0,0,,2019
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,346,346,0,0,,2019
FUNDO - ÁLVARES MACHADO,Atenção Basica,Custeio,99.320,18.623,80.697,0,,2019
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,2.700,0,2.700,0,,2019
FUNDO - ÁLVARES MACHADO,Dose Certa,Custeio,353,0,353,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Sistema Prisional,Custeio,259.200,259.200,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Glicemia,Custeio,2.536,2.536,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Qualis Mais,Custeio,70.490,70.490,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,2.662,2.662,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,173,173,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Atenção Basica,Custeio,20.716,20.716,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,49,49,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,226,226,0,0,,2019
FUNDO - ÁLVARO DE CARVALHO,Dose Certa,Custeio,723,723,0,0,,2019
FUNDO - ALVILANDIA,Glicemia,Custeio,1.592,1.592,0,0,,2019
FUNDO - ALVILANDIA,Qualis Mais,Custeio,29.102,29.102,0,0,,2019
FUNDO - ALVILANDIA,Dose Certa,Custeio,1.270,1.270,0,0,,2019
FUNDO - ALVILANDIA,Dose Certa,Custeio,10,10,0,0,,2019
FUNDO - ALVILANDIA,Atenção Basica,Custeio,12.824,12.824,0,0,,2019
FUNDO - ALVILANDIA,Dose Certa,Custeio,59,59,0,0,,2019
FUNDO - ALVILANDIA,Dose Certa,Custeio,162,162,0,0,,2019
FUNDO - AMERICANA,Dose Certa,Custeio,430.815,430.815,0,0,,2019
FUNDO - AMERICANA,Glicemia,Custeio,115.812,115.812,0,0,,2019
FUNDO - AMERICANA,DST AIDS,Custeio,72.000,72.000,0,0,,2019
FUNDO - AMERICANA,Atenção Basica,Custeio,948.448,948.448,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Glicemia,Custeio,19.352,19.352,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,9.358,9.358,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Qualis Mais,Custeio,125.517,125.517,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,432,432,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Atenção Basica,Custeio,159.848,159.848,0,0,,2019
FUNDO - AMÉRICO BRASILIENSE,Dose Certa,Custeio,19,19,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Glicemia,Custeio,2.976,2.976,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Qualis Mais,Custeio,31.179,31.179,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,2.625,2.625,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Atenção Basica,Custeio,23.824,23.824,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,58,58,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,29,29,0,0,,2019
FUNDO - AMÉRICO DE CAMPOS,Dose Certa,Custeio,262,262,0,0,,2019
FUNDO - AMPARO,Glicemia,Custeio,35.372,35.372,0,0,,2019
FUNDO - AMPARO,Dose Certa,Custeio,14.690,14.690,0,0,,2019
FUNDO - AMPARO,Dose Certa,Custeio,1.536,1.536,0,0,,2019
FUNDO - AMPARO,Atenção Basica,Custeio,286.800,286.800,0,0,,2019
FUNDO - AMPARO,Dose Certa,Custeio,757,757,0,0,,2019
FUNDO - AMPARO,Dose Certa,Custeio,3.532,3.532,0,0,,2019
FUNDO - AMPARO,Dose Certa,Custeio,3.487,3.487,0,0,,2019
FUNDO - ANALANDIA,Glicemia,Custeio,2.396,2.396,0,0,,2019
FUNDO - ANALANDIA,Dose Certa,Custeio,1.556,1.556,0,0,,2019
FUNDO - ANALANDIA,Dose Certa,Custeio,77,77,0,0,,2019
FUNDO - ANALANDIA,Atenção Basica,Custeio,19.732,19.732,0,0,,2019
FUNDO - ANALANDIA,Dose Certa,Custeio,147,147,0,0,,2019
FUNDO - ANDRADINA,Glicemia,Custeio,28.652,28.652,0,0,,2019
FUNDO - ANDRADINA,Dose Certa,Custeio,12.750,12.750,0,0,,2019
FUNDO - ANDRADINA,Dose Certa,Custeio,1.728,1.728,0,0,,2019
FUNDO - ANDRADINA,Atenção Basica,Custeio,228.448,228.448,0,0,,2019
FUNDO - ANDRADINA,Dose Certa,Custeio,582,582,0,0,,2019
FUNDO - ANDRADINA,Dose Certa,Custeio,6.559,6.559,0,0,,2019
FUNDO - ANGATUBA,Glicemia,Custeio,12.200,9.150,3.050,0,,2019
FUNDO - ANGATUBA,Qualis Mais,Custeio,78.426,19.606,58.820,0,,2019
FUNDO - ANGATUBA,Dose Certa,Custeio,11.722,11.722,0,0,,2019
FUNDO - ANGATUBA,Dose Certa,Custeio,902,902,0,0,,2019
FUNDO - ANGATUBA,Atenção Basica,Custeio,99.876,49.938,49.938,0,,2019
FUNDO - ANGATUBA,Dose Certa,Custeio,1.980,0,1.980,0,,2019
FUNDO - ANGATUBA,Dose Certa,Custeio,681,0,681,0,,2019
FUNDO - ANGATUBA,Dose Certa,Custeio,2.497,0,2.497,0,,2019
FUNDO - ANHEMBI,Glicemia,Custeio,3.200,3.200,0,0,,2019
FUNDO - ANHEMBI,Qualis Mais,Custeio,20.815,20.815,0,0,,2019
FUNDO - ANHEMBI,Dose Certa,Custeio,1.726,1.726,0,0,,2019
FUNDO - ANHEMBI,Dose Certa,Custeio,154,154,0,0,,2019
FUNDO - ANHEMBI,Atenção Basica,Custeio,26.508,26.508,0,0,,2019
FUNDO - ANHEMBI,Dose Certa,Custeio,658,658,0,0,,2019
FUNDO - ANHUMAS,Glicemia,Custeio,2.012,2.012,0,0,,2019
FUNDO - ANHUMAS,Qualis Mais,Custeio,21.384,21.384,0,0,,2019
FUNDO - ANHUMAS,Dose Certa,Custeio,1.378,1.378,0,0,,2019
FUNDO - ANHUMAS,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - ANHUMAS,Atenção Basica,Custeio,16.340,16.340,0,0,,2019
FUNDO - ANHUMAS,Dose Certa,Custeio,342,342,0,0,,2019
FUNDO - APARECIDA,Glicemia,Custeio,18.816,18.816,0,0,,2019
FUNDO - APARECIDA,Qualis Mais,Custeio,113.478,113.478,0,0,,2019
FUNDO - APARECIDA,Dose Certa,Custeio,4.421,4.421,0,0,,2019
FUNDO - APARECIDA,Dose Certa,Custeio,1.152,1.152,0,0,,2019
FUNDO - APARECIDA,Atenção Basica,Custeio,144.516,144.516,0,0,,2019
FUNDO - APARECIDA,Dose Certa,Custeio,956,956,0,0,,2019
FUNDO - APARECIDA,Dose Certa,Custeio,1.199,1.199,0,0,,2019
FUNDO - APARECIDA D`OESTE,Glicemia,Custeio,2.300,2.300,0,0,,2019
FUNDO - APARECIDA D`OESTE,Qualis Mais,Custeio,38.433,38.433,0,0,,2019
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,971,971,0,0,,2019
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - APARECIDA D`OESTE,Atenção Basica,Custeio,16.936,16.936,0,0,,2019
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,19,19,0,0,,2019
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,469,469,0,0,,2019
FUNDO - APARECIDA D`OESTE,Dose Certa,Custeio,420,420,0,0,,2019
FUNDO - APIAÍ,Glicemia,Custeio,12.852,12.852,0,0,,2019
FUNDO - APIAÍ,Qualis Mais,Custeio,333.815,333.815,0,0,,2019
FUNDO - APIAÍ,Dose Certa,Custeio,14.441,14.441,0,0,,2019
FUNDO - APIAÍ,Dose Certa,Custeio,288,288,0,0,,2019
FUNDO - APIAÍ,Atenção Basica,Custeio,98.104,98.104,0,0,,2019
FUNDO - APIAÍ,Dose Certa,Custeio,1.800,1.800,0,0,,2019
FUNDO - APIAÍ,Dose Certa,Custeio,446,446,0,0,,2019
FUNDO - APIAÍ,Dose Certa,Custeio,3.076,3.076,0,0,,2019
FUNDO - ARAÇARIGUAMA,Glicemia,Custeio,10.292,10.292,0,0,,2019
FUNDO - ARAÇARIGUAMA,Qualis Mais,Custeio,68.642,51.481,17.161,0,,2019
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,5.818,5.818,0,0,,2019
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,96,96,0,0,,2019
FUNDO - ARAÇARIGUAMA,Atenção Basica,Custeio,87.416,87.416,0,0,,2019
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,180,180,0,0,,2019
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,817,817,0,0,,2019
FUNDO - ARAÇARIGUAMA,Dose Certa,Custeio,1.679,1.679,0,0,,2019
FUNDO - ARAÇATUBA,Glicemia,Custeio,96.916,96.916,0,0,,2019
FUNDO - ARAÇATUBA,Dose Certa,Custeio,28.787,28.787,0,0,,2019
FUNDO - ARAÇATUBA,Dose Certa,Custeio,1.325,1.325,0,0,,2019
FUNDO - ARAÇATUBA,Atenção Basica,Custeio,783.496,783.496,0,0,,2019
FUNDO - ARAÇATUBA,Dose Certa,Custeio,1.164,1.164,0,0,,2019
FUNDO - ARAÇATUBA,Dose Certa,Custeio,2.910,2.910,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Glicemia,Custeio,15.956,15.956,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,8.723,8.723,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,614,614,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Atenção Basica,Custeio,133.996,133.996,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,1.350,1.350,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,194,194,0,0,,2019
FUNDO - ARAÇOIABA DA SERRA,Dose Certa,Custeio,1.838,1.838,0,0,,2019
FUNDO - ARAMINA,Glicemia,Custeio,2.760,2.760,0,0,,2019
FUNDO - ARAMINA,Qualis Mais,Custeio,29.237,29.237,0,0,,2019
FUNDO - ARAMINA,Aedes Aegypti,Custeio,2.400,2.400,0,0,,2019
FUNDO - ARAMINA,Dose Certa,Custeio,1.070,1.070,0,0,,2019
FUNDO - ARAMINA,Dose Certa,Custeio,67,67,0,0,,2019
FUNDO - ARAMINA,Atenção Basica,Custeio,22.340,22.340,0,0,,2019
FUNDO - ARAMINA,Dose Certa,Custeio,136,136,0,0,,2019
FUNDO - ARAMINA,Dose Certa,Custeio,216,216,0,0,,2019
FUNDO - ARANDU,Glicemia,Custeio,3.180,3.180,0,0,,2019
FUNDO - ARANDU,Qualis Mais,Custeio,19.939,19.939,0,0,,2019
FUNDO - ARANDU,Dose Certa,Custeio,1.840,1.840,0,0,,2019
FUNDO - ARANDU,Dose Certa,Custeio,115,115,0,0,,2019
FUNDO - ARANDU,Atenção Basica,Custeio,25.392,25.392,0,0,,2019
FUNDO - ARANDU,Dose Certa,Custeio,187,187,0,0,,2019
FUNDO - ARANDU,Dose Certa,Custeio,273,273,0,0,,2019
FUNDO - ARAPEI,Glicemia,Custeio,1.292,1.292,0,0,,2019
FUNDO - ARAPEI,Qualis Mais,Custeio,12.972,12.972,0,0,,2019
FUNDO - ARAPEI,Dose Certa,Custeio,900,900,0,0,,2019
FUNDO - ARAPEI,Dose Certa,Custeio,67,67,0,0,,2019
FUNDO - ARAPEI,Atenção Basica,Custeio,9.912,9.912,0,0,,2019
FUNDO - ARAPEI,Dose Certa,Custeio,209,209,0,0,,2019
FUNDO - ARAPEI,Dose Certa,Custeio,100,100,0,0,,2019
FUNDO - ARARAQUARA,Dose Certa,Custeio,425.315,425.315,0,0,,2019
FUNDO - ARARAQUARA,Glicemia,Custeio,114.332,114.332,0,0,,2019
FUNDO - ARARAQUARA,Atenção Basica,Custeio,934.976,934.976,0,0,,2019
FUNDO - ARARAS,Glicemia,Custeio,65.052,65.052,0,0,,2019
FUNDO - ARARAS,Dose Certa,Custeio,21.027,21.027,0,0,,2019
FUNDO - ARARAS,Dose Certa,Custeio,960,960,0,0,,2019
FUNDO - ARARAS,Atenção Basica,Custeio,531.736,531.736,0,0,,2019
FUNDO - ARARAS,Dose Certa,Custeio,388,388,0,0,,2019
FUNDO - ARARAS,Dose Certa,Custeio,7.283,7.283,0,0,,2019
FUNDO - ARCO ÍRIS,Glicemia,Custeio,1.004,1.004,0,0,,2019
FUNDO - ARCO ÍRIS,Qualis Mais,Custeio,5.688,5.688,0,0,,2019
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,1.532,1.532,0,0,,2019
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,58,58,0,0,,2019
FUNDO - ARCO ÍRIS,Atenção Basica,Custeio,7.244,7.244,0,0,,2019
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,29,29,0,0,,2019
FUNDO - ARCO ÍRIS,Dose Certa,Custeio,71,71,0,0,,2019
FUNDO - AREALVA,Glicemia,Custeio,4.200,4.200,0,0,,2019
FUNDO - AREALVA,Qualis Mais,Custeio,44.522,44.522,0,0,,2019
FUNDO - AREALVA,Dose Certa,Custeio,1.947,1.947,0,0,,2019
FUNDO - AREALVA,Dose Certa,Custeio,125,125,0,0,,2019
FUNDO - AREALVA,Atenção Basica,Custeio,34.020,34.020,0,0,,2019
FUNDO - AREALVA,Dose Certa,Custeio,87,87,0,0,,2019
FUNDO - AREALVA,Dose Certa,Custeio,521,521,0,0,,2019
FUNDO - AREIAS,Glicemia,Custeio,1.936,1.936,0,0,,2019
FUNDO - AREIAS,Qualis Mais,Custeio,35.183,35.183,0,0,,2019
FUNDO - AREIAS,Dose Certa,Custeio,852,852,0,0,,2019
FUNDO - AREIAS,Dose Certa,Custeio,38,38,0,0,,2019
FUNDO - AREIAS,Atenção Basica,Custeio,15.504,15.504,0,0,,2019
FUNDO - AREIAS,Dose Certa,Custeio,267,267,0,0,,2019
FUNDO - AREIAS,Dose Certa,Custeio,219,219,0,0,,2019
FUNDO - AREIOPOLIS,Glicemia,Custeio,5.580,5.580,0,0,,2019
FUNDO - AREIOPOLIS,Qualis Mais,Custeio,151.065,151.065,0,0,,2019
FUNDO - AREIOPOLIS,Dose Certa,Custeio,3.276,3.276,0,0,,2019
FUNDO - AREIOPOLIS,Dose Certa,Custeio,77,77,0,0,,2019
FUNDO - AREIOPOLIS,Atenção Basica,Custeio,44.396,44.396,0,0,,2019
FUNDO - AREIOPOLIS,Dose Certa,Custeio,348,348,0,0,,2019
FUNDO - ARIRANHA,Glicemia,Custeio,4.684,4.684,0,0,,2019
FUNDO - ARIRANHA,Qualis Mais,Custeio,30.068,30.068,0,0,,2019
FUNDO - ARIRANHA,Dose Certa,Custeio,1.895,1.895,0,0,,2019
FUNDO - ARIRANHA,Dose Certa,Custeio,144,144,0,0,,2019
FUNDO - ARIRANHA,Atenção Basica,Custeio,38.292,38.292,0,0,,2019
FUNDO - ARIRANHA,Dose Certa,Custeio,265,265,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Glicemia,Custeio,25.564,25.564,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,7.461,7.461,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,518,518,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Atenção Basica,Custeio,213.800,213.800,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,728,728,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,1.628,1.628,0,0,,2019
FUNDO - ARTUR NOGUEIRA,Dose Certa,Custeio,1.614,1.614,0,0,,2019
FUNDO - ARUJÁ,Glicemia,Custeio,42.600,42.600,0,0,,2019
FUNDO - ARUJÁ,Dose Certa,Custeio,16.748,16.748,0,0,,2019
FUNDO - ARUJÁ,Dose Certa,Custeio,864,864,0,0,,2019
FUNDO - ARUJÁ,Atenção Basica,Custeio,353.820,353.820,0,0,,2019
FUNDO - ARUJÁ,Dose Certa,Custeio,601,601,0,0,,2019
FUNDO - ARUJÁ,Dose Certa,Custeio,1.048,1.048,0,0,,2019
FUNDO - ARUJÁ,Dose Certa,Custeio,1.910,1.910,0,0,,2019
FUNDO - ASPÁSIA,Glicemia,Custeio,924,924,0,0,,2019
FUNDO - ASPÁSIA,Qualis Mais,Custeio,9.554,9.554,0,0,,2019
FUNDO - ASPÁSIA,Dose Certa,Custeio,631,631,0,0,,2019
FUNDO - ASPÁSIA,Dose Certa,Custeio,38,38,0,0,,2019
FUNDO - ASPÁSIA,Atenção Basica,Custeio,7.300,7.300,0,0,,2019
FUNDO - ASPÁSIA,Dose Certa,Custeio,19,19,0,0,,2019
FUNDO - ASPÁSIA,Dose Certa,Custeio,87,87,0,0,,2019
FUNDO - ASSIS,Dose Certa,Custeio,190.218,190.218,0,0,,2019
FUNDO - ASSIS,Glicemia,Custeio,51.136,51.136,0,0,,2019
FUNDO - ASSIS,Atenção Basica,Custeio,414.664,414.664,0,0,,2019
FUNDO - ATIBAIA,Dose Certa,Custeio,257.515,257.515,0,0,,2019
FUNDO - ATIBAIA,Glicemia,Custeio,69.224,69.224,0,0,,2019
FUNDO - ATIBAIA,Atenção Basica,Custeio,565.592,565.592,0,0,,2019
FUNDO - AURIFLAMA,Glicemia,Custeio,7.512,7.512,0,0,,2019
FUNDO - AURIFLAMA,Dose Certa,Custeio,3.953,3.953,0,0,,2019
FUNDO - AURIFLAMA,Dose Certa,Custeio,346,346,0,0,,2019
FUNDO - AURIFLAMA,Atenção Basica,Custeio,60.492,60.492,0,0,,2019
FUNDO - AURIFLAMA,Dose Certa,Custeio,1.440,1.440,0,0,,2019
FUNDO - AVAI,Glicemia,Custeio,2.652,2.652,0,0,,2019
FUNDO - AVAI,Qualis Mais,Custeio,28.106,28.106,0,0,,2019
FUNDO - AVAI,Aedes Aegypti,Custeio,720,720,0,0,,2019
FUNDO - AVAI,Dose Certa,Custeio,2.298,2.298,0,0,,2019
