CNES,Nome Unidade,Nome OSS,Detalhes,year
2066092.0,Hospital Geral de Pedreira,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
2066092.0,Hospital Geral de Pedreira,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
2079828.0,Hospital Geral de Pirajussara,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
2077426.0,Hospital Geral Henrique Altimeyer de Vila Alpina,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
2077620.0,Hospital Geral Santa Marcelina do Itaim Paulista,Casa de Saúde Santa Marcelina,Visualizar,2013
2792141.0,Hospital Regional de Cotia,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
2750546.0,Hospital Regional Porto Primavera,Associação Lar São Francisco de Assis na Providência de Deus,Visualizar,2013
5451612.0,Instituto de Reabilitação Lucy Montoro,Fundação Faculdade de Medicina,Visualizar,2013
6123740.0,Instituto do Câncer do Estado de São Paulo,Fundação Faculdade de Medicina,Visualizar,2013
2790580.0,Maternidade Santa Isabel,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Visualizar,2013
2079720.0,Pólo de Atenção Intensiva em Saúde Mental da Baixada Santista - PAI Baixada Santista,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
2079720.0,Pólo de Atenção Intensiva em Saúde Mental da Baixada Santista - PAI Baixada Santista,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Visualizar,2013
2077574.0,Pólo de Atenção Intensiva em Saúde Mental da Zona Norte - PAI Zona Norte,Associação Congregação de Santa Catarina,Visualizar,2013
2077574.0,Pólo de Atenção Intensiva em Saúde Mental da Zona Norte - PAI Zona Norte,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
2069008.0,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
2069008.0,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul,Irmandade da Santa Casa de Misericórdia de São Paulo,Visualizar,2013
,Ambulatório Estadual de Especialidades Médicas da Zona Leste,Casa de Saúde Santa Marcelina,Visualizar,2013
6365213.0,Ambulatório Médico de Especialidades Avelino Fernandes,Santa Casa de Misericórdia de Votuporanga,Visualizar,2013
6359620.0,Ambulatório Médico de Especialidades Bauru,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Visualizar,2013
6233848.0,Ambulatório Médico de Especialidades Caraguatatuba,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
6233848.0,Ambulatório Médico de Especialidades Caraguatatuba,Sociedade Assistencial Bandeirantes,Visualizar,2013
6199879.0,Ambulatório Médico de Especialidades Carapicuíba,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
6199879.0,Ambulatório Médico de Especialidades Carapicuíba,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Visualizar,2013
7033702.0,Ambulatório Médico de Especialidades Comendador Takayuki Maeda,Santa Casa de Misericórdia de Ituverava,Visualizar,2013
7209517.0,Ambulatório Médico de Especialidades de Assis,Santa Casa de Misericórdia de Assis,Visualizar,2013
7049730.0,Ambulatório Médico de Especialidades de Catanduva,Fundação Padre Albino,Visualizar,2013
6289304.0,Ambulatório Médico de Especialidades de Cirurgia Ambulatorial Barretos,Fundação PIO XII,Visualizar,2013
6959636.0,Ambulatório Médico de Especialidades de Fernandópolis,Santa Casa de Misericórdia de Fernandopolis,Visualizar,2013
6959636.0,Ambulatório Médico de Especialidades de Fernandópolis,Santa Casa de Andradina,Visualizar,2013
2091542.0,Ambulatório Médico de Especialidades de Maria Zélia,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
7021801.0,Ambulatório Médico de Especialidades de Mogi das Cruzes,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
7188676.0,Ambulatório Médico de Especialidades de Ourinhos,Santa Casa de Misericórdia de Assis,Visualizar,2013
7188676.0,Ambulatório Médico de Especialidades de Ourinhos,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Visualizar,2013
6258484.0,Ambulatório Médico de Especialidades de Praia Grande,Fundação do ABC,Visualizar,2013
6818196.0,Ambulatório Médico de Especialidades de Promissão,Santa Casa de Misericórdia de Araçatuba,Visualizar,2013
6818196.0,Ambulatório Médico de Especialidades de Promissão,Santa Casa de Andradina,Visualizar,2013
6578578.0,Ambulatório Médico de Especialidades de Psiquiatria Dra. Jandira Masur,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
7062672.0,Ambulatório Médico de Especialidades de Taboão da Serra,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
6992560.0,Ambulatório Médico de Especialidades Dona Maria Lopes,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
6476058.0,Ambulatório Médico de Especialidades Dr. Antonio Carlos Fontoura da Silva,Associação Lar São Francisco de Assis na Providência de Deus,Visualizar,2013
6669727.0,Ambulatório Médico de Especialidades Dr. Cirilo Barcelos,Fundação Santa Casa de Misericórdia de Franca,Visualizar,2013
6568971.0,Ambulatório Médico de Especialidades Dr. Edmon Alexandre Salomão,Santa Casa de Andradina,Visualizar,2013
6335497.0,Ambulatório Médico de Especialidades Dr. Francisco de Assis Martucci,Santa Casa de Misericórdia e Maternidade Dracena,Visualizar,2013
6479200.0,Ambulatório Médico de Especialidades Dr. Luiz Roberto Barradas Barata,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
6655416.0,Ambulatório Médico de Especialidades Dr. Newton da Costa Brandão,Fundação do ABC,Visualizar,2013
6572367.0,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim,Santa Casa de Andradina,Visualizar,2013
6572367.0,Ambulatório Médico de Especialidades Dr. Oscar Gurjão Cotrim,Santa Casa de Misericórdia de Araçatuba,Visualizar,2013
6607179.0,Ambulatório Médico de Especialidades Durval Mantovaninni,Banco de Olhos de Sorocaba,Visualizar,2013
6607179.0,Ambulatório Médico de Especialidades Durval Mantovaninni,Associação Lar São Francisco de Assis na Providência de Deus,Visualizar,2013
6604862.0,Ambulatório Médico de Especialidades Edison Oliveira Martho,Santa Casa de Misericórdia de Itapeva,Visualizar,2013
6604862.0,Ambulatório Médico de Especialidades Edison Oliveira Martho,Santa Casa de Andradina,Visualizar,2013
6752233.0,Ambulatório Médico de Especialidades Geral de Barretos,Fundação PIO XII,Visualizar,2013
6432530.0,Ambulatório Médico de Especialidades Interlagos,Associação Congregação de Santa Catarina,Visualizar,2013
6432530.0,Ambulatório Médico de Especialidades Interlagos,Instituto de Responsabilidade Social Sírio Libanês,Visualizar,2013
6639658.0,Ambulatório Médico de Especialidades Itapetininga,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Visualizar,2013
6546463.0,Ambulatório Médico de Especialidades Itapevi,Associação Congregação de Santa Catarina,Visualizar,2013
6546463.0,Ambulatório Médico de Especialidades Itapevi,Fundação do ABC,Visualizar,2013
6423086.0,Ambulatório Médico de Especialidades Jardim dos Prados,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
6423086.0,Ambulatório Médico de Especialidades Jardim dos Prados,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
6423086.0,Ambulatório Médico de Especialidades Jardim dos Prados,Associação Congregação de Santa Catarina,Visualizar,2013
6956718.0,Ambulatório Médico de Especialidades Mauá,Fundação do ABC,Visualizar,2013
6657516.0,Ambulatório Médico de Especialidades Olavo Silva Souza,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
6657516.0,Ambulatório Médico de Especialidades Olavo Silva Souza,Centro de Estudos e Pesquisas “Dr. João Amorim” – CEJAM,Visualizar,2013
5967945.0,Ambulatório Médico de Especialidades Santa Fé do Sul,Santa Casa de Misericórdia de Votuporanga,Visualizar,2013
6166598.0,Ambulatório Médico de Especialidades Santos,Cruzada Bandeirante São Camilo Assistência Médico Social,Visualizar,2013
6166598.0,Ambulatório Médico de Especialidades Santos,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Visualizar,2013
6294049.0,Ambulatório Médico de Especialidades São José dos Campos,Instituto Sócrates Guanaes - ISG,Visualizar,2013
6294049.0,Ambulatório Médico de Especialidades São José dos Campos,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
6056148.0,Ambulatório Médico de Especialidades São José Rio Preto,Associação Lar São Francisco de Assis na Providência de Deus,Visualizar,2013
7496117.0,Ambulatório Médico de Especialidades Sorocaba,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
7496117.0,Ambulatório Médico de Especialidades Sorocaba,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Visualizar,2013
6607330.0,Ambulatório Médico de Especialidades Tupã,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Visualizar,2013
5618401.0,Ambulatório Médico de Especialidades Votuporanga,Santa Casa de Misericórdia de Votuporanga,Visualizar,2013
6889549.0,Centro de Medicina de Reabilitação Lucy Montoro de São José dos Campos,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
3444538.0,Centro de Referência do Idoso Zona Norte,Associação Congregação de Santa Catarina,Visualizar,2013
7064497.0,Serviço de Reabilitação Lucy Montoro de Mogi Mirim,Instituto de Responsabilidade Social Sírio Libanês,Visualizar,2013
7019823.0,Unidade de Reabilitação Lucy Montoro em Fernandópolis,Santa Casa de Andradina,Visualizar,2013
7019823.0,Unidade de Reabilitação Lucy Montoro em Fernandópolis,Santa Casa de Misericórdia de Fernandopolis,Visualizar,2013
6335586.0,Centro Estadual de Análises Clínicas da Zona Leste,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Visualizar,2013
3996344.0,Centro Estadual de Análises Clínicas da Zona Norte,Associação Fundo De Incentivo à Psicofarmacologia - AFIP,Visualizar,2013
6351662.0,Centro Estadual de Análises Clínicas da Zona Sul,Associação Fundo De Incentivo à Psicofarmacologia - AFIP,Visualizar,2013
6351662.0,Centro Estadual de Análises Clínicas da Zona Sul,Associação Congregação de Santa Catarina,Visualizar,2013
,Centro Estadual de Armazenamento e Distribuição de Insumos de Saúde,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
6932355.0,Serviço Estadual de Diagnóstico por Imagem I,Associação Congregação de Santa Catarina,Visualizar,2013
6932355.0,Serviço Estadual de Diagnóstico por Imagem I,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Visualizar,2013
6926207.0,Serviço Estadual de Diagnóstico por Imagem II,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
6927726.0,Serviço Estadual de Diagnóstico por Imagem III,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Visualizar,2013
712516.0,Central de Regulação de Oferta de Serviços de Saúde,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Visualizar,2013
